ArticleId,PMCid,TableName,SpecPragmatics,CellContent,Header,Stub,SuperRow,rowN,columnN,function,hasGender,actual,predicted,error,prediction
1348,2360532,Table 1,BaselineCharacteristic,x,% ; ,?Haemochromatosis, Possible causes of HCCa,31,2,3,no,1:no,1:no,,0.789
1348,2360532,Table 1,BaselineCharacteristic,?Other,Characteristic ; ,?Other, Possible causes of HCCa,32,0,2,no,1:no,1:no,,0.905
1348,2360532,Table 1,BaselineCharacteristic,x,n ; ,?Other, Possible causes of HCCa,32,1,3,no,1:no,1:no,,0.758
1348,2360532,Table 1,BaselineCharacteristic,xx,% ; ,?Other, Possible causes of HCCa,32,2,3,no,1:no,1:no,,0.712
1348,2360532,Table 1,BaselineCharacteristic,,Characteristic ; ,None,None,33,0,2,no,1:no,1:no,,0.913
1348,2360532,Table 1,BaselineCharacteristic,,n ; ,None,None,33,1,3,no,1:no,1:no,,0.778
1348,2360532,Table 1,BaselineCharacteristic,,% ; ,None,None,33,2,3,no,1:no,1:no,,0.792
1348,2360532,Table 1,BaselineCharacteristic,Most recent treatment for HCC,Characteristic ; ,None,None,34,0,24,no,1:no,1:no,,0.893
1348,2360532,Table 1,BaselineCharacteristic,Most recent treatment for HCC,n ; ,Most recent treatment for HCC,None,34,1,43,no,1:no,1:no,,0.796
1348,2360532,Table 1,BaselineCharacteristic,Most recent treatment for HCC,% ; ,Most recent treatment for HCC,None,34,2,43,no,1:no,1:no,,0.8
1348,2360532,Table 1,BaselineCharacteristic,?No previous therapy,Characteristic ; ,?No previous therapy, Most recent treatment for HCC,35,0,2,no,1:no,1:no,,0.888
1348,2360532,Table 1,BaselineCharacteristic,xx,n ; ,?No previous therapy, Most recent treatment for HCC,35,1,3,no,1:no,1:no,,0.697
1348,2360532,Table 1,BaselineCharacteristic,xx,% ; ,?No previous therapy, Most recent treatment for HCC,35,2,3,no,1:no,1:no,,0.724
1348,2360532,Table 1,BaselineCharacteristic,?Surgery,Characteristic ; ,?Surgery, Most recent treatment for HCC,36,0,2,no,1:no,1:no,,0.912
1348,2360532,Table 1,BaselineCharacteristic,x,n ; ,?Surgery, Most recent treatment for HCC,36,1,3,no,1:no,1:no,,0.758
1348,2360532,Table 1,BaselineCharacteristic,x,% ; ,?Surgery, Most recent treatment for HCC,36,2,3,no,1:no,1:no,,0.771
1348,2360532,Table 1,BaselineCharacteristic,?Chemotherapy,Characteristic ; ,?Chemotherapy, Most recent treatment for HCC,37,0,2,no,1:no,1:no,,0.91
1348,2360532,Table 1,BaselineCharacteristic,x,n ; ,?Chemotherapy, Most recent treatment for HCC,37,1,3,no,1:no,1:no,,0.747
1348,2360532,Table 1,BaselineCharacteristic,x,% ; ,?Chemotherapy, Most recent treatment for HCC,37,2,3,no,1:no,1:no,,0.772
1348,2360532,Table 1,BaselineCharacteristic,?Local ablation,Characteristic ; ,?Local ablation, Most recent treatment for HCC,38,0,2,no,1:no,1:no,,0.907
1348,2360532,Table 1,BaselineCharacteristic,x,n ; ,?Local ablation, Most recent treatment for HCC,38,1,3,no,1:no,1:no,,0.737
1348,2360532,Table 1,BaselineCharacteristic,xx,% ; ,?Local ablation, Most recent treatment for HCC,38,2,3,no,1:no,1:no,,0.697
1348,2360532,Table 1,BaselineCharacteristic,?Chemoembolisation,Characteristic ; ,?Chemoembolisation, Most recent treatment for HCC,39,0,2,no,1:no,1:no,,0.907
1348,2360532,Table 1,BaselineCharacteristic,x,n ; ,?Chemoembolisation, Most recent treatment for HCC,39,1,3,no,1:no,1:no,,0.737
1348,2360532,Table 1,BaselineCharacteristic,x,% ; ,?Chemoembolisation, Most recent treatment for HCC,39,2,3,no,1:no,1:no,,0.762
1348,2360532,Table 1,BaselineCharacteristic,?Other,Characteristic ; ,?Other, Most recent treatment for HCC,40,0,2,no,1:no,1:no,,0.911
1348,2360532,Table 1,BaselineCharacteristic,xx,n ; ,?Other, Most recent treatment for HCC,40,1,3,no,1:no,1:no,,0.756
1348,2360532,Table 1,BaselineCharacteristic,xx,% ; ,?Other, Most recent treatment for HCC,40,2,3,no,1:no,1:no,,0.701
1351,2360546,Table 1,BaselineCharacteristic,,,None,None,0,0,12,no,1:no,1:no,,0.793
1351,2360546,Table 1,BaselineCharacteristic,No.,,,None,0,1,1,no,1:no,1:no,,0.761
1351,2360546,Table 1,BaselineCharacteristic,%,,,None,0,2,1,no,1:no,1:no,,0.757
1351,2360546,Table 1,BaselineCharacteristic,Total, ; ,Total,,1,0,2,no,1:no,1:no,,0.721
1351,2360546,Table 1,BaselineCharacteristic,xx,No. ; ,Total,,1,1,3,no,1:no,2:yes,+,0.635
1351,2360546,Table 1,BaselineCharacteristic,,% ; ,Total,,1,2,3,no,1:no,1:no,,0.534
1351,2360546,Table 1,BaselineCharacteristic,, ; ,None,None,2,0,2,no,1:no,1:no,,0.842
1351,2360546,Table 1,BaselineCharacteristic,,No. ; ,None,None,2,1,3,no,1:no,1:no,,0.7
1351,2360546,Table 1,BaselineCharacteristic,,% ; ,None,None,2,2,3,no,1:no,1:no,,0.686
1351,2360546,Table 1,BaselineCharacteristic,Sex, ; ,None,None,3,0,24,no,1:no,1:no,,0.573
1351,2360546,Table 1,BaselineCharacteristic,,No. ; ,Sex,None,3,1,43,no,1:no,2:yes,+,0.513
1351,2360546,Table 1,BaselineCharacteristic,,% ; ,Sex,None,3,2,43,no,1:no,1:no,,0.524
1351,2360546,Table 1,BaselineCharacteristic,?Male, ; ,?Male, Sex,4,0,2,no,1:no,2:yes,+,0.515
1351,2360546,Table 1,BaselineCharacteristic,xx,No. ; ,?Male, Sex,4,1,3,yes,2:yes,2:yes,,0.816
1351,2360546,Table 1,BaselineCharacteristic,xx.x,% ; ,?Male, Sex,4,2,3,yes,2:yes,2:yes,,0.851
1351,2360546,Table 1,BaselineCharacteristic,?Female, ; ,?Female, Sex,5,0,2,no,1:no,1:no,,0.519
1351,2360546,Table 1,BaselineCharacteristic,xx,No. ; ,?Female, Sex,5,1,3,yes,2:yes,2:yes,,0.788
1351,2360546,Table 1,BaselineCharacteristic,xx.x,% ; ,?Female, Sex,5,2,3,yes,2:yes,2:yes,,0.851
1351,2360546,Table 1,BaselineCharacteristic,, ; ,None,None,6,0,2,no,1:no,1:no,,0.866
1351,2360546,Table 1,BaselineCharacteristic,,No. ; ,None,None,6,1,3,no,1:no,1:no,,0.735
1351,2360546,Table 1,BaselineCharacteristic,,% ; ,None,None,6,2,3,no,1:no,1:no,,0.711
1351,2360546,Table 1,BaselineCharacteristic,Age (years), ; ,None,None,7,0,24,no,1:no,1:no,,0.853
1351,2360546,Table 1,BaselineCharacteristic,,No. ; ,Age (years),None,7,1,43,no,1:no,1:no,,0.776
1351,2360546,Table 1,BaselineCharacteristic,,% ; ,Age (years),None,7,2,43,no,1:no,1:no,,0.787
1351,2360546,Table 1,BaselineCharacteristic,?Median, ; ,?Median, Age (years),8,0,2,no,1:no,1:no,,0.851
1351,2360546,Table 1,BaselineCharacteristic,xx.x,No. ; ,?Median, Age (years),8,1,3,no,1:no,1:no,,0.634
1351,2360546,Table 1,BaselineCharacteristic,,% ; ,?Median, Age (years),8,2,3,no,1:no,1:no,,0.754
1351,2360546,Table 1,BaselineCharacteristic,?Range, ; ,?Range, Age (years),9,0,2,no,1:no,1:no,,0.862
1351,2360546,Table 1,BaselineCharacteristic,,% ; ,?Range, Age (years),9,2,3,no,1:no,1:no,,0.786
1351,2360546,Table 1,BaselineCharacteristic,, ; ,None,None,10,0,2,no,1:no,1:no,,0.888
1351,2360546,Table 1,BaselineCharacteristic,,No. ; ,None,None,10,1,3,no,1:no,1:no,,0.773
1351,2360546,Table 1,BaselineCharacteristic,,% ; ,None,None,10,2,3,no,1:no,1:no,,0.749
1351,2360546,Table 1,BaselineCharacteristic,Histology, ; ,None,None,11,0,24,no,1:no,1:no,,0.878
1351,2360546,Table 1,BaselineCharacteristic,,No. ; ,Histology,None,11,1,43,no,1:no,1:no,,0.826
1351,2360546,Table 1,BaselineCharacteristic,,% ; ,Histology,None,11,2,43,no,1:no,1:no,,0.786
1351,2360546,Table 1,BaselineCharacteristic,?Adeno, ; ,?Adeno, Histology,12,0,2,no,1:no,1:no,,0.882
1351,2360546,Table 1,BaselineCharacteristic,x,No. ; ,?Adeno, Histology,12,1,3,no,1:no,1:no,,0.718
1351,2360546,Table 1,BaselineCharacteristic,xx,% ; ,?Adeno, Histology,12,2,3,no,1:no,1:no,,0.616
1351,2360546,Table 1,BaselineCharacteristic,?Squamous, ; ,?Squamous, Histology,13,0,2,no,1:no,1:no,,0.887
1351,2360546,Table 1,BaselineCharacteristic,xx,No. ; ,?Squamous, Histology,13,1,3,no,1:no,1:no,,0.722
1351,2360546,Table 1,BaselineCharacteristic,xx,% ; ,?Squamous, Histology,13,2,3,no,1:no,1:no,,0.626
1351,2360546,Table 1,BaselineCharacteristic,?Large, ; ,?Large, Histology,14,0,2,no,1:no,1:no,,0.878
1351,2360546,Table 1,BaselineCharacteristic,x,No. ; ,?Large, Histology,14,1,3,no,1:no,1:no,,0.723
1351,2360546,Table 1,BaselineCharacteristic,xx,% ; ,?Large, Histology,14,2,3,no,1:no,1:no,,0.601
1351,2360546,Table 1,BaselineCharacteristic,?Other, ; ,?Other, Histology,15,0,2,no,1:no,1:no,,0.887
1351,2360546,Table 1,BaselineCharacteristic,x,No. ; ,?Other, Histology,15,1,3,no,1:no,1:no,,0.725
1351,2360546,Table 1,BaselineCharacteristic,xx,% ; ,?Other, Histology,15,2,3,no,1:no,1:no,,0.612
1351,2360546,Table 1,BaselineCharacteristic,, ; ,None,None,16,0,2,no,1:no,1:no,,0.893
1351,2360546,Table 1,BaselineCharacteristic,,No. ; ,None,None,16,1,3,no,1:no,1:no,,0.79
1351,2360546,Table 1,BaselineCharacteristic,,% ; ,None,None,16,2,3,no,1:no,1:no,,0.749
1351,2360546,Table 1,BaselineCharacteristic,Performance status (ECOG), ; ,None,None,17,0,24,no,1:no,1:no,,0.906
1351,2360546,Table 1,BaselineCharacteristic,Performance status (ECOG),No. ; ,Performance status (ECOG),None,17,1,43,no,1:no,1:no,,0.841
1351,2360546,Table 1,BaselineCharacteristic,Performance status (ECOG),% ; ,Performance status (ECOG),None,17,2,43,no,1:no,1:no,,0.816
1351,2360546,Table 1,BaselineCharacteristic,?x, ; ,?x, Performance status (ECOG),18,0,2,no,1:no,1:no,,0.889
1351,2360546,Table 1,BaselineCharacteristic,x,No. ; ,?x, Performance status (ECOG),18,1,3,no,1:no,1:no,,0.761
1351,2360546,Table 1,BaselineCharacteristic,x,% ; ,?x, Performance status (ECOG),18,2,3,no,1:no,1:no,,0.793
1351,2360546,Table 1,BaselineCharacteristic,?x, ; ,?x, Performance status (ECOG),19,0,2,no,1:no,1:no,,0.889
1351,2360546,Table 1,BaselineCharacteristic,xx,No. ; ,?x, Performance status (ECOG),19,1,3,no,1:no,1:no,,0.729
1351,2360546,Table 1,BaselineCharacteristic,xx.x,% ; ,?x, Performance status (ECOG),19,2,3,no,1:no,1:no,,0.701
1351,2360546,Table 1,BaselineCharacteristic,?x, ; ,?x, Performance status (ECOG),20,0,2,no,1:no,1:no,,0.89
1351,2360546,Table 1,BaselineCharacteristic,x,No. ; ,?x, Performance status (ECOG),20,1,3,no,1:no,1:no,,0.761
1351,2360546,Table 1,BaselineCharacteristic,xx.x,% ; ,?x, Performance status (ECOG),20,2,3,no,1:no,1:no,,0.706
1351,2360546,Table 1,BaselineCharacteristic,, ; ,None,None,21,0,2,no,1:no,1:no,,0.902
1351,2360546,Table 1,BaselineCharacteristic,,No. ; ,None,None,21,1,3,no,1:no,1:no,,0.816
1351,2360546,Table 1,BaselineCharacteristic,,% ; ,None,None,21,2,3,no,1:no,1:no,,0.777
1351,2360546,Table 1,BaselineCharacteristic,Disease stage, ; ,None,None,22,0,24,no,1:no,1:no,,0.887
1351,2360546,Table 1,BaselineCharacteristic,Disease stage,No. ; ,Disease stage,None,22,1,43,no,1:no,1:no,,0.843
1351,2360546,Table 1,BaselineCharacteristic,Disease stage,% ; ,Disease stage,None,22,2,43,no,1:no,1:no,,0.832
1351,2360546,Table 1,BaselineCharacteristic,?IIIA, ; ,?IIIA, Disease stage,23,0,2,no,1:no,1:no,,0.907
1351,2360546,Table 1,BaselineCharacteristic,x,No. ; ,?IIIA, Disease stage,23,1,3,no,1:no,1:no,,0.779
1351,2360546,Table 1,BaselineCharacteristic,x.x,% ; ,?IIIA, Disease stage,23,2,3,no,1:no,1:no,,0.8
1351,2360546,Table 1,BaselineCharacteristic,?IIIB, ; ,?IIIB, Disease stage,24,0,2,no,1:no,1:no,,0.907
1351,2360546,Table 1,BaselineCharacteristic,xx,No. ; ,?IIIB, Disease stage,24,1,3,no,1:no,1:no,,0.771
1351,2360546,Table 1,BaselineCharacteristic,xx.x,% ; ,?IIIB, Disease stage,24,2,3,no,1:no,1:no,,0.724
1351,2360546,Table 1,BaselineCharacteristic,?IV, ; ,?IV, Disease stage,25,0,2,no,1:no,1:no,,0.913
1351,2360546,Table 1,BaselineCharacteristic,x,No. ; ,?IV, Disease stage,25,1,3,no,1:no,1:no,,0.799
1351,2360546,Table 1,BaselineCharacteristic,xx.x,% ; ,?IV, Disease stage,25,2,3,no,1:no,1:no,,0.735
1355,2360560,Table 1,BaselineCharacteristic,,,None,None,0,0,12,no,1:no,1:no,,0.793
1355,2360560,Table 1,BaselineCharacteristic,No. of patients (%),,,None,0,1,1,no,1:no,1:no,,0.758
1355,2360560,Table 1,BaselineCharacteristic,Gender, ; ,None,None,1,0,24,no,1:no,1:no,,0.703
1355,2360560,Table 1,BaselineCharacteristic,Gender,No. of patients (%) ; ,Gender,None,1,1,43,no,1:no,1:no,,0.633
1355,2360560,Table 1,BaselineCharacteristic,?Female, ; ,?Female, Gender,2,0,2,no,1:no,1:no,,0.703
1355,2360560,Table 1,BaselineCharacteristic,xx (xx),No. of patients (%) ; ,?Female, Gender,2,1,3,no,1:no,2:yes,+,0.747
1355,2360560,Table 1,BaselineCharacteristic,?Male, ; ,?Male, Gender,3,0,2,no,1:no,1:no,,0.692
1355,2360560,Table 1,BaselineCharacteristic,xx (xx),No. of patients (%) ; ,?Male, Gender,3,1,3,no,1:no,2:yes,+,0.81
1355,2360560,Table 1,BaselineCharacteristic,, ; ,None,None,4,0,2,no,1:no,1:no,,0.858
1355,2360560,Table 1,BaselineCharacteristic,,No. of patients (%) ; ,None,None,4,1,3,no,1:no,1:no,,0.711
1355,2360560,Table 1,BaselineCharacteristic,Age (years), ; ,None,None,5,0,24,no,1:no,1:no,,0.853
1355,2360560,Table 1,BaselineCharacteristic,Age (years),No. of patients (%) ; ,Age (years),None,5,1,43,no,1:no,1:no,,0.77
1355,2360560,Table 1,BaselineCharacteristic,?Median, ; ,?Median, Age (years),6,0,2,no,1:no,1:no,,0.843
1355,2360560,Table 1,BaselineCharacteristic,xx,No. of patients (%) ; ,?Median, Age (years),6,1,3,no,1:no,1:no,,0.572
1355,2360560,Table 1,BaselineCharacteristic,?Range, ; ,?Range, Age (years),7,0,2,no,1:no,1:no,,0.831
1355,2360560,Table 1,BaselineCharacteristic,, ; ,None,None,8,0,2,no,1:no,1:no,,0.873
1355,2360560,Table 1,BaselineCharacteristic,,No. of patients (%) ; ,None,None,8,1,3,no,1:no,1:no,,0.755
1355,2360560,Table 1,BaselineCharacteristic,KPS, ; ,None,None,9,0,24,no,1:no,1:no,,0.861
1355,2360560,Table 1,BaselineCharacteristic,KPS,No. of patients (%) ; ,KPS,None,9,1,43,no,1:no,1:no,,0.778
1355,2360560,Table 1,BaselineCharacteristic,?Median, ; ,?Median, KPS,10,0,2,no,1:no,1:no,,0.873
1355,2360560,Table 1,BaselineCharacteristic,xx,No. of patients (%) ; ,?Median, KPS,10,1,3,no,1:no,1:no,,0.57
1355,2360560,Table 1,BaselineCharacteristic,?Range, ; ,?Range, KPS,11,0,2,no,1:no,1:no,,0.881
1355,2360560,Table 1,BaselineCharacteristic,, ; ,None,None,12,0,2,no,1:no,1:no,,0.892
1355,2360560,Table 1,BaselineCharacteristic,,No. of patients (%) ; ,None,None,12,1,3,no,1:no,1:no,,0.792
1355,2360560,Table 1,BaselineCharacteristic,Extent of resection, ; ,None,None,13,0,24,no,1:no,1:no,,0.891
1355,2360560,Table 1,BaselineCharacteristic,Extent of resection,No. of patients (%) ; ,Extent of resection,None,13,1,43,no,1:no,1:no,,0.815
1355,2360560,Table 1,BaselineCharacteristic,?Gross total resection, ; ,?Gross total resection, Extent of resection,14,0,2,no,1:no,1:no,,0.797
1355,2360560,Table 1,BaselineCharacteristic,xx (xx),No. of patients (%) ; ,?Gross total resection, Extent of resection,14,1,3,no,1:no,1:no,,0.512
1355,2360560,Table 1,BaselineCharacteristic,?Partial resection or biopsy, ; ,?Partial resection or biopsy, Extent of resection,15,0,2,no,1:no,1:no,,0.871
1355,2360560,Table 1,BaselineCharacteristic,xx (xx),No. of patients (%) ; ,?Partial resection or biopsy, Extent of resection,15,1,3,no,1:no,1:no,,0.612
1355,2360560,Table 1,BaselineCharacteristic,, ; ,None,None,16,0,2,no,1:no,1:no,,0.893
1355,2360560,Table 1,BaselineCharacteristic,,No. of patients (%) ; ,None,None,16,1,3,no,1:no,1:no,,0.791
1355,2360560,Table 1,BaselineCharacteristic,Previous treatment, ; ,None,None,17,0,24,no,1:no,1:no,,0.883
1355,2360560,Table 1,BaselineCharacteristic,Previous treatment,No. of patients (%) ; ,Previous treatment,None,17,1,43,no,1:no,1:no,,0.831
1355,2360560,Table 1,BaselineCharacteristic,?Primary resection, ; ,?Primary resection, Previous treatment,18,0,2,no,1:no,1:no,,0.897
1355,2360560,Table 1,BaselineCharacteristic,xx (xxx),No. of patients (%) ; ,?Primary resection, Previous treatment,18,1,3,no,1:no,1:no,,0.631
1355,2360560,Table 1,BaselineCharacteristic,?Radiotherapy, ; ,?Radiotherapy, Previous treatment,19,0,2,no,1:no,1:no,,0.894
1355,2360560,Table 1,BaselineCharacteristic,xx (xxx),No. of patients (%) ; ,?Radiotherapy, Previous treatment,19,1,3,no,1:no,1:no,,0.633
1355,2360560,Table 1,BaselineCharacteristic,?Chemotherapy, ; ,?Chemotherapy, Previous treatment,20,0,2,no,1:no,1:no,,0.901
1355,2360560,Table 1,BaselineCharacteristic,x,No. of patients (%) ; ,?Chemotherapy, Previous treatment,20,1,3,no,1:no,1:no,,0.746
1355,2360560,Table 1,BaselineCharacteristic,?Repeat surgery for recurrence, ; ,?Repeat surgery for recurrence, Previous treatment,21,0,2,no,1:no,1:no,,0.899
1355,2360560,Table 1,BaselineCharacteristic,x,No. of patients (%) ; ,?Repeat surgery for recurrence, Previous treatment,21,1,3,no,1:no,1:no,,0.751
1355,2360560,Table 1,BaselineCharacteristic,, ; ,None,None,22,0,2,no,1:no,1:no,,0.904
1355,2360560,Table 1,BaselineCharacteristic,,No. of patients (%) ; ,None,None,22,1,3,no,1:no,1:no,,0.811
1355,2360560,Table 1,BaselineCharacteristic,Cycles of temozolomide, ; ,None,None,23,0,24,no,1:no,1:no,,0.9
1355,2360560,Table 1,BaselineCharacteristic,Cycles of temozolomide,No. of patients (%) ; ,Cycles of temozolomide,None,23,1,43,no,1:no,1:no,,0.826
1355,2360560,Table 1,BaselineCharacteristic,??x, ; ,??x, Cycles of temozolomide,24,0,2,no,1:no,1:no,,0.881
1355,2360560,Table 1,BaselineCharacteristic,xx,No. of patients (%) ; ,??x, Cycles of temozolomide,24,1,3,no,1:no,1:no,,0.659
1355,2360560,Table 1,BaselineCharacteristic,?>xx, ; ,?>xx, Cycles of temozolomide,27,0,2,no,1:no,1:no,,0.889
1355,2360560,Table 1,BaselineCharacteristic,x,No. of patients (%) ; ,?>xx, Cycles of temozolomide,27,1,3,no,1:no,1:no,,0.722
1377,2360766,Table 1,BaselineCharacteristic,,,None,None,0,0,12,no,1:no,1:no,,0.793
1377,2360766,Table 1,BaselineCharacteristic,Phase I (n=xx),,,None,0,1,1,no,1:no,1:no,,0.676
1377,2360766,Table 1,BaselineCharacteristic,Phase II (n=xx),,,None,0,2,1,no,1:no,1:no,,0.7
1377,2360766,Table 1,BaselineCharacteristic,"Median age, years (range)", ; ,"Median age, years (range)",,1,0,2,no,1:no,1:no,,0.835
1377,2360766,Table 1,BaselineCharacteristic,Male/female, ; ,Male/female,,2,0,2,no,1:no,1:no,,0.831
1377,2360766,Table 1,BaselineCharacteristic,xx/x,Phase I (n=xx) ; ,Male/female,,2,1,3,yes,2:yes,1:no,+,0.622
1377,2360766,Table 1,BaselineCharacteristic,xx/x,Phase II (n=xx) ; ,Male/female,,2,2,3,yes,2:yes,1:no,+,0.63
1377,2360766,Table 1,BaselineCharacteristic,, ; ,None,None,3,0,2,no,1:no,1:no,,0.84
1377,2360766,Table 1,BaselineCharacteristic,,Phase I (n=xx) ; ,None,None,3,1,3,no,1:no,1:no,,0.651
1377,2360766,Table 1,BaselineCharacteristic,,Phase II (n=xx) ; ,None,None,3,2,3,no,1:no,1:no,,0.68
1377,2360766,Table 1,BaselineCharacteristic,Performance status, ; ,None,None,4,0,24,no,1:no,1:no,,0.851
1377,2360766,Table 1,BaselineCharacteristic,Performance status,Phase I (n=xx) ; ,Performance status,None,4,1,43,no,1:no,1:no,,0.723
1377,2360766,Table 1,BaselineCharacteristic,Performance status,Phase II (n=xx) ; ,Performance status,None,4,2,43,no,1:no,1:no,,0.751
1377,2360766,Table 1,BaselineCharacteristic,?x, ; ,?x, Performance status,5,0,2,no,1:no,1:no,,0.837
1377,2360766,Table 1,BaselineCharacteristic,xx,Phase I (n=xx) ; ,?x, Performance status,5,1,3,no,1:no,1:no,,0.552
1377,2360766,Table 1,BaselineCharacteristic,xx,Phase II (n=xx) ; ,?x, Performance status,5,2,3,no,1:no,1:no,,0.573
1377,2360766,Table 1,BaselineCharacteristic,?x, ; ,?x, Performance status,6,0,2,no,1:no,1:no,,0.837
1377,2360766,Table 1,BaselineCharacteristic,x,Phase I (n=xx) ; ,?x, Performance status,6,1,3,no,1:no,1:no,,0.641
1377,2360766,Table 1,BaselineCharacteristic,x,Phase II (n=xx) ; ,?x, Performance status,6,2,3,no,1:no,1:no,,0.654
1377,2360766,Table 1,BaselineCharacteristic,, ; ,None,None,7,0,2,no,1:no,1:no,,0.869
1377,2360766,Table 1,BaselineCharacteristic,,Phase I (n=xx) ; ,None,None,7,1,3,no,1:no,1:no,,0.68
1377,2360766,Table 1,BaselineCharacteristic,,Phase II (n=xx) ; ,None,None,7,2,3,no,1:no,1:no,,0.702
1377,2360766,Table 1,BaselineCharacteristic,Histological type, ; ,None,None,8,0,24,no,1:no,1:no,,0.744
1377,2360766,Table 1,BaselineCharacteristic,Histological type,Phase I (n=xx) ; ,Histological type,None,8,1,43,no,1:no,1:no,,0.633
1377,2360766,Table 1,BaselineCharacteristic,Histological type,Phase II (n=xx) ; ,Histological type,None,8,2,43,no,1:no,1:no,,0.638
1377,2360766,Table 1,BaselineCharacteristic,?Intestinal, ; ,?Intestinal, Histological type,9,0,2,no,1:no,1:no,,0.758
1377,2360766,Table 1,BaselineCharacteristic,xx,Phase I (n=xx) ; ,?Intestinal, Histological type,9,1,3,no,1:no,1:no,,0.523
1377,2360766,Table 1,BaselineCharacteristic,xx,Phase II (n=xx) ; ,?Intestinal, Histological type,9,2,3,no,1:no,1:no,,0.518
1377,2360766,Table 1,BaselineCharacteristic,?Diffuse, ; ,?Diffuse, Histological type,10,0,2,no,1:no,1:no,,0.765
1377,2360766,Table 1,BaselineCharacteristic,x,Phase I (n=xx) ; ,?Diffuse, Histological type,10,1,3,no,1:no,1:no,,0.585
1377,2360766,Table 1,BaselineCharacteristic,x,Phase II (n=xx) ; ,?Diffuse, Histological type,10,2,3,no,1:no,1:no,,0.595
1377,2360766,Table 1,BaselineCharacteristic,, ; ,None,None,11,0,2,no,1:no,1:no,,0.892
1377,2360766,Table 1,BaselineCharacteristic,,Phase I (n=xx) ; ,None,None,11,1,3,no,1:no,1:no,,0.734
1377,2360766,Table 1,BaselineCharacteristic,,Phase II (n=xx) ; ,None,None,11,2,3,no,1:no,1:no,,0.739
1377,2360766,Table 1,BaselineCharacteristic,Prior therapy, ; ,None,None,12,0,24,no,1:no,1:no,,0.887
1377,2360766,Table 1,BaselineCharacteristic,Prior therapy,Phase I (n=xx) ; ,Prior therapy,None,12,1,43,no,1:no,1:no,,0.757
1377,2360766,Table 1,BaselineCharacteristic,Prior therapy,Phase II (n=xx) ; ,Prior therapy,None,12,2,43,no,1:no,1:no,,0.766
1377,2360766,Table 1,BaselineCharacteristic,?None, ; ,?None, Prior therapy,13,0,2,no,1:no,1:no,,0.905
1377,2360766,Table 1,BaselineCharacteristic,xx,Phase I (n=xx) ; ,?None, Prior therapy,13,1,3,no,1:no,1:no,,0.7
1377,2360766,Table 1,BaselineCharacteristic,xx,Phase II (n=xx) ; ,?None, Prior therapy,13,2,3,no,1:no,1:no,,0.715
1377,2360766,Table 1,BaselineCharacteristic,?Gastrectomy, ; ,?Gastrectomy, Prior therapy,14,0,2,no,1:no,1:no,,0.882
1377,2360766,Table 1,BaselineCharacteristic,x,Phase I (n=xx) ; ,?Gastrectomy, Prior therapy,14,1,3,no,1:no,1:no,,0.665
1377,2360766,Table 1,BaselineCharacteristic,x,Phase II (n=xx) ; ,?Gastrectomy, Prior therapy,14,2,3,no,1:no,1:no,,0.681
1377,2360766,Table 1,BaselineCharacteristic,?Gastrectomy+chemotherapy, ; ,?Gastrectomy+chemotherapy, Prior therapy,15,0,2,no,1:no,1:no,,0.884
1377,2360766,Table 1,BaselineCharacteristic,x,Phase I (n=xx) ; ,?Gastrectomy+chemotherapy, Prior therapy,15,1,3,no,1:no,1:no,,0.667
1377,2360766,Table 1,BaselineCharacteristic,x,Phase II (n=xx) ; ,?Gastrectomy+chemotherapy, Prior therapy,15,2,3,no,1:no,1:no,,0.683
1377,2360766,Table 1,BaselineCharacteristic,, ; ,None,None,16,0,2,no,1:no,1:no,,0.893
1377,2360766,Table 1,BaselineCharacteristic,,Phase I (n=xx) ; ,None,None,16,1,3,no,1:no,1:no,,0.729
1377,2360766,Table 1,BaselineCharacteristic,,Phase II (n=xx) ; ,None,None,16,2,3,no,1:no,1:no,,0.734
1377,2360766,Table 1,BaselineCharacteristic,Site of metastasis, ; ,None,None,17,0,24,no,1:no,1:no,,0.897
1377,2360766,Table 1,BaselineCharacteristic,Site of metastasis,Phase I (n=xx) ; ,Site of metastasis,None,17,1,43,no,1:no,1:no,,0.797
1377,2360766,Table 1,BaselineCharacteristic,Site of metastasis,Phase II (n=xx) ; ,Site of metastasis,None,17,2,43,no,1:no,1:no,,0.79
1377,2360766,Table 1,BaselineCharacteristic,?Liver, ; ,?Liver, Site of metastasis,18,0,2,no,1:no,1:no,,0.906
1377,2360766,Table 1,BaselineCharacteristic,x,Phase I (n=xx) ; ,?Liver, Site of metastasis,18,1,3,no,1:no,1:no,,0.776
1377,2360766,Table 1,BaselineCharacteristic,x,Phase II (n=xx) ; ,?Liver, Site of metastasis,18,2,3,no,1:no,1:no,,0.768
1377,2360766,Table 1,BaselineCharacteristic,?Lymph nodes, ; ,?Lymph nodes, Site of metastasis,19,0,2,no,1:no,1:no,,0.887
1377,2360766,Table 1,BaselineCharacteristic,xx,Phase I (n=xx) ; ,?Lymph nodes, Site of metastasis,19,1,3,no,1:no,1:no,,0.722
1377,2360766,Table 1,BaselineCharacteristic,xx,Phase II (n=xx) ; ,?Lymph nodes, Site of metastasis,19,2,3,no,1:no,1:no,,0.709
1377,2360766,Table 1,BaselineCharacteristic,?Peritoneum, ; ,?Peritoneum, Site of metastasis,20,0,2,no,1:no,1:no,,0.887
