@relation learnngCellDatasetAgeBalanced

@attribute ArticleId numeric
@attribute PMCid numeric
@attribute TableName String
@attribute SpecPragmatics {BaselineCharacteristic}
@attribute CellContent String
@attribute Header String
@attribute Stub String
@attribute SuperRow String
@attribute rowN numeric
@attribute columnN numeric
@attribute function numeric
@attribute hasValue {yes,No}

@data
6311,3600043,'Table 1',BaselineCharacteristic,'x.x (x.x)','Depressive n?=?xx ; ','Number of episodes lifetime (mean, SD)',?,12,4,3,No
5578,3468079,Table 1.,BaselineCharacteristic,'Placebo, n?=?x',?,?,None,0,3,1,No
5696,3493663,Table 1,BaselineCharacteristic,?,' ; ',?,' Survivin-specific T-cell reactivity (SSTR)b',25,0,2,No
3023,2816665,'Table 1',BaselineCharacteristic,?,'Subgroup A ; ','aSynchronous presentation',None,7,2,3,No
715,1998889,Table 2,BaselineCharacteristic,IV,'WHO ; ',xx,' Patients with small residual tumour at baseline followed by tumour progression',15,2,3,No
3030,2820141,'Table 7',BaselineCharacteristic,?,'Event-free Survival ± SE (\%) ;  ; xx-yr EFS ; ',B-precursor†,None,8,4,43,No
1362,2360617,'Table 1',BaselineCharacteristic,'Time between first and second surgery (wk)',' ; ',Patient,None,1,8,1,No
4744,3291838,Table 3,BaselineCharacteristic,?,'p value* ; ',?,' Nicotine habits',53,3,3,No
4185,3152943,'Table 1',BaselineCharacteristic,'xx (xx.x)','Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ;  ; ',?x,?,9,4,?,No
6405,420259,'Table 3',BaselineCharacteristic,x,?,'n = xx',?,6,7,43,No
2230,2517161,Table 1,BaselineCharacteristic,xxx,'Procedure time (min) ; ',x,None,1,1,3,No
1410,2361304,'Table 1',BaselineCharacteristic,Chemotherapy,'Parameter ; ',None,None,21,0,2,No
4744,3291838,Table 3,BaselineCharacteristic,'x.xx (x.xx–x.xx)','Phenprocoumon concentration, mg/l ; ',?,' Fx c.-xxx',26,4,3,No
4185,3152943,'Table 1',BaselineCharacteristic,'xxx.x (xxx.xx)','Canakinumab xxx mg SC qxwk + xxx mg IV loading dose, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ;  ; ','RF (kIU/L), mean (SD)',?,17,3,?,No
1376,2360764,'Table 1',BaselineCharacteristic,xx,'No. of patients ; xx ; ',?Liver,' Metastatic sites',25,1,3,No
4375,3195264,'Table 1',BaselineCharacteristic,'x (x.x \%)','Iodixanol xxx (n?=?xx) ; ',?,' Tumors',17,2,3,No
1287,2360042,'Table 1',BaselineCharacteristic,—,'\% ; ',?Range,' Age, years',5,2,3,No
3030,2820141,'Table 6',BaselineCharacteristic,'xx.x ± x.x','Overall Survival ± SE (\%) ;  ; xx-yr OS ; ',?,' Age at Diagnosis',19,7,3,No
6286,3599166,Table 1,BaselineCharacteristic,'Carotid wave reflection time (ms)',' ;  ; ','Carotid wave reflection time (ms)',None,13,0,2,No
6405,420259,'Table 2',BaselineCharacteristic,'SD (x.x,x)','Cell inhomogeneity ; ','group x vs group x',None,15,3,3,No
3030,2820141,'Table 8',BaselineCharacteristic,'xx.x ± x.x','Event-free Survival ± SE (\%) ;  ; x-yr EFS ; ',?,' Sex',16,2,3,No
5267,3407730,'Table 2',BaselineCharacteristic,'Reasons for no surgery, n (\%)','Variable ; ',None,None,14,0,24,No
3030,2820141,'Table 8',BaselineCharacteristic,?,'Overall Survival ± SE (\%) ;  ; p-value ; ','DFCI Risk Group',None,48,7,43,No
6405,420259,'Table 2',BaselineCharacteristic,'SD (x,x)','Single cilium ; ','group x vs group x',None,13,7,3,No
2269,2551676,'TABLE 3',BaselineCharacteristic,'xx\%*†','Insulin independent time (months) ; Insulin independent time (months) ; ',x,None,7,8,3,No
2478,2656521,'Table 1',BaselineCharacteristic,'xx ± xx.x','Controls (n xx) ; ','Triglyceride (mg\\dl)',None,7,4,3,No
5842,3519573,'Table 3',BaselineCharacteristic,Range,?,?,None,0,6,1,No
1504,2361889,'Table 1',BaselineCharacteristic,?x,?,?x,' Performance statusa',9,0,2,No
4375,3195264,'Table 1',BaselineCharacteristic,xx,'Iodixanol xxx (n?=?xx) ; ',?,' Patient disposition',20,2,3,No
1423,2361378,'Table 1',BaselineCharacteristic,'Patients enrolled','Characteristic ; ','Patients enrolled',?,1,0,2,No
4539,3231981,'Table 1',BaselineCharacteristic,?,'Gender ; F ;  ; F ;  ; F ;  ; M ;  ; M ;  ; F ;  ; M ;  ; M ; ',None,None,16,2,?,No
3030,2820141,'Table 5',BaselineCharacteristic,'xx-yr OS','Overall Survival ± SE (\%) ;  ; ',Protocol,None,2,7,1,No
2688,2718192,Table 1,BaselineCharacteristic,'xx (x–xx)','x.xxx mg dose ; ',?,' Personality scale scores (mean (range)) TPQ',7,1,3,No
4914,3338924,'Table 1',BaselineCharacteristic,?,'GFQ ; ','Healthy controls',None,1,7,3,No
4958,3349177,'Table 1',BaselineCharacteristic,'No. of metastatic sites','\% ; ','No. of metastatic sites',None,19,2,43,No
6382,394324,'Table 1',BaselineCharacteristic,'xxx ± xx','CDAI* ; ',Placebo,None,2,2,3,No
3030,2820141,'Table 7',BaselineCharacteristic,?,'Event-free Survival ± SE (\%) ;  ; p-value ; ',?,' Age at Diagnosis',19,5,3,No
6405,420259,'Table 3',BaselineCharacteristic,x,?,'Group x',?,11,6,3,No
4375,3195264,'Table 4',BaselineCharacteristic,xx.x,'BMI (kg m?x) ; ',#x,' Iobitridol',3,2,3,No
6034,3553405,'Table 1',BaselineCharacteristic,'Karnofsky PS n (\%)','Characteristics ; ',None,None,3,0,24,No
1291,2360092,'Table 1',BaselineCharacteristic,+,'RT ; ',xx,?,35,8,3,No
1291,2360092,'Table 1',BaselineCharacteristic,SD,'OR ; ',xx,?,10,11,3,No
3097,2835652,'Table 1',BaselineCharacteristic,?,'xx ?g ; xx ; ',None,None,13,3,3,No
3030,2820141,'Table 8',BaselineCharacteristic,?,' ;  ; Protocol ; ',?,' WBC',24,0,2,No
4539,3231981,'Table 1',BaselineCharacteristic,?,'Modality of dialysis ; x h × x/Week ;  ; x h × x/Week ;  ; x h × x/Week ; ',None,None,6,6,?,No
1362,2360617,'Table 1',BaselineCharacteristic,xx,' ; KPS ; ',x,None,3,2,3,No
4428,3208500,'Table 1',BaselineCharacteristic,'?Squamous cell carcinoma','Characteristics ; ','?Squamous cell carcinoma',' Histology',23,0,2,No
5267,3407730,'Table 2',BaselineCharacteristic,'x.x (x–xx)','Result ; ','??Mean (range)?',' Length of hospital stay (days) ',20,1,3,No
5696,3493663,Table 2,BaselineCharacteristic,m,'Sex ; ',m,None,11,0,2,No
5569,3466131,'Table 3',BaselineCharacteristic,xx.xx,'Mean ; ','On-treatment samples',' VEGF-A (pg/mL)',12,2,3,No
1410,2361304,'Table 1',BaselineCharacteristic,xx,'Number ; ',?Lung,' Site of disease',10,1,3,No
1287,2360042,'Table 1',BaselineCharacteristic,x,'No ; ',?=high,' Motzer risk factor',16,1,3,No
2370,2599890,'Table 1',BaselineCharacteristic,xxx,'Fluid in (ml/kg)x ; ',xx,None,12,8,3,No
6405,420259,'Table 2',BaselineCharacteristic,'SD (x,x)','Uterodome – abundance ; ','group x vs group x',None,2,17,3,No
5383,3427446,'Table 2',BaselineCharacteristic,x.xxx*,'P-value ; ',?,' Tegner score (VISA-P item x)',10,3,3,No
6034,3553405,'Table 1',BaselineCharacteristic,Characteristics,?,None,None,0,0,12,No
3030,2820141,'Table 7',BaselineCharacteristic,x,' ;  ; N ; ',?,' T-lineage†',12,1,3,No
3974,3086082,'Table 1',BaselineCharacteristic,'Sex, n (\%)','Parameter ; ',None,None,4,0,24,No
2207,2481444,'Table 1',BaselineCharacteristic,Pneumonia,'Source of sepsis ; ',x,None,2,5,3,No
3276,2894820,'Table 4',BaselineCharacteristic,x.xx,'p-value ; ',?,?,10,4,3,No
19,1090597,'Table 1',BaselineCharacteristic,'xx.x (x.x)','n (\%) ; ','Length of illness (yr.)',?,24,1,?,No
6405,420259,'Table 3',BaselineCharacteristic,x,?,'n = x',?,12,20,43,No
4861,3321091,'Table 2',BaselineCharacteristic,M,?,' Gender ',None,1,4,3,No
3094,2831811,'Table 1',BaselineCharacteristic,?,'Patients ; x ;  ; x ;  ; x ;  ; x ; ',None,None,8,0,?,No
6405,420259,'Table 3',BaselineCharacteristic,x,?,'(Group x)',?,8,4,3,No
3094,2831811,'Table 1',BaselineCharacteristic,?,'Ethnicity ; Caucasian ;  ; Caucasian ;  ; Hispanic ;  ; Caucasian ;  ; Caucasian ;  ; Caucasian ;  ; Caucasian ; ',None,None,14,3,?,No
5558,3464767,'Table 1',BaselineCharacteristic,xx,'Lapatinib ; No. ; ',?Negative,' Clinical nodal status',22,3,3,No
6405,420259,'Table 3',BaselineCharacteristic,x,?,?,?,13,13,3,No
2370,2599890,'Table 1',BaselineCharacteristic,'ASF Tx-Lx','Surgeryx ; ',x,None,1,3,3,No
5558,3464767,'Table 1',BaselineCharacteristic,'?ER positive/PR negative',' ; Parameter ; ','?ER positive/PR negative',' Hormone receptor status',17,0,2,No
5558,3464767,'Table 1',BaselineCharacteristic,Lapatinib,?,?,None,0,3,1,No
2207,2481444,'Table 1',BaselineCharacteristic,Unknown,'Causative organism ; ',xx,None,16,6,3,No
3105,2837631,'Table 1',BaselineCharacteristic,x,?,?x,' Grading',14,1,3,No
4539,3231981,'Table 1',BaselineCharacteristic,?,'Age (year) ; xx ;  ; xx ;  ; xx ;  ; xx ;  ; xx ;  ; xx ; ',None,None,12,1,?,No
4744,3291838,Table 3,BaselineCharacteristic,?,'p value* ; ',?,' GGCX c.xxx+xxx',33,3,3,No
1291,2360092,'Table 1',BaselineCharacteristic,xx,'Patient ; ',xx,?,17,0,2,No
3097,2835652,'Table 1',BaselineCharacteristic,x,'x.x ?g ; xx ; ','Regional nodal and in-transit disease',?,26,2,3,No
3030,2820141,'Table 8',BaselineCharacteristic,?,' ;  ; Protocol ; ',?,' CNS leukemia',28,0,2,No
4861,3321091,'Table 2',BaselineCharacteristic,Txx,?,' Neurological  Level ',None,6,4,3,No
6405,420259,'Table 3',BaselineCharacteristic,x,?,'Group x',?,11,5,3,No
3030,2820141,'Table 8',BaselineCharacteristic,?,' ;  ; N ; ',t(x;xx),None,42,1,43,No
5578,3468079,Table 1.,BaselineCharacteristic,'Race, n (\%)','Cohort x (xxx mg of posaconazole), n?=?xx ; ','Race, n (\%)',None,3,1,43,No
3950,3080287,'Table 1',BaselineCharacteristic,?,?,?,?,17,0,2,No
19,1090597,'Table 1',BaselineCharacteristic,Undifferentiated,' ; ',Undifferentiated,?,7,0,?,No
5055,3368715,'Table 1',BaselineCharacteristic,'xx (xx.x)','Febuxostat xx mgN = xxx ; ',Allopurinol,' Prior urate lowering therapies, n (\%)',49,1,3,No
3030,2820141,'Table 5',BaselineCharacteristic,xxx,' ;  ; N ; ',?,' CNS leukemia',27,1,3,No
5578,3468079,Table 1.,BaselineCharacteristic,'Ethnicity, n (\%)','All subjects, n?=?xx ; ','Ethnicity, n (\%)',None,5,4,43,No
3030,2820141,'Table 5',BaselineCharacteristic,'xx.x ± x.x','Overall Survival ± SE (\%) ;  ; xx-yr OS ; ',?,' WBC (× xxx/L)',21,8,3,No
5842,3519573,'Table 4',BaselineCharacteristic,x.x,'Mean ; ','xi. Injecting the medicine',None,10,2,3,No
5696,3493663,Table 1,BaselineCharacteristic,'Median age/years (range)',' ; ','Median age/years (range)',' Gender',4,0,2,No
215,1488867,'Table 1',BaselineCharacteristic,Histology,'Characteristic ; ',None,None,8,0,24,No
3030,2820141,'Table 8',BaselineCharacteristic,'xx.x ± x.x','Event-free Survival ± SE (\%) ;  ; x-yr EFS ; ',?,' Age at Diagnosis',20,2,3,No
3030,2820141,'Table 5',BaselineCharacteristic,?,' ;  ; Protocol ; ',?,' DFCI Risk Group',33,0,2,No
4958,3349177,'Table 1',BaselineCharacteristic,?Female,' ; ',?Female,' Gender',5,0,2,No
4914,3338924,'Table 1',BaselineCharacteristic,'xx.x (x.x)','Parkinson’s disease duration (years) ; ','PD FOG',None,3,3,3,No
6286,3599166,Table 1,BaselineCharacteristic,PRE,'High (n = xx) ; ',?,None,1,3,1,No
5055,3368715,'Table 1',BaselineCharacteristic,Yes,'Variable ; ',Yes,?,43,0,2,No
5842,3519573,'Table 3',BaselineCharacteristic,xxx,'N ; ','xf. Setting the dose',None,7,1,3,No
