ArticleId,PMCid,TableName,SpecPragmatics,CellContent,Header,Stub,SuperRow,rowN,columnN,function,hasGender
1433,2361449,Table 1,BaselineCharacteristic,Metastatic sites,% ; ,Metastatic sites,None,26,2,43,no
1433,2361449,Table 1,BaselineCharacteristic,?Abdominal lymph node,Characteristic ; ,?Abdominal lymph node, Metastatic sites,27,0,2,no
1433,2361449,Table 1,BaselineCharacteristic,xx,No. ; ,?Abdominal lymph node, Metastatic sites,27,1,3,no
1433,2361449,Table 1,BaselineCharacteristic,xx.x,% ; ,?Abdominal lymph node, Metastatic sites,27,2,3,no
1433,2361449,Table 1,BaselineCharacteristic,?Liver,Characteristic ; ,?Liver, Metastatic sites,28,0,2,no
1433,2361449,Table 1,BaselineCharacteristic,xx,No. ; ,?Liver, Metastatic sites,28,1,3,no
1433,2361449,Table 1,BaselineCharacteristic,xx.x,% ; ,?Liver, Metastatic sites,28,2,3,no
1433,2361449,Table 1,BaselineCharacteristic,?Peritoneum,Characteristic ; ,?Peritoneum, Metastatic sites,29,0,2,no
1433,2361449,Table 1,BaselineCharacteristic,xx,No. ; ,?Peritoneum, Metastatic sites,29,1,3,no
1433,2361449,Table 1,BaselineCharacteristic,xx.x,% ; ,?Peritoneum, Metastatic sites,29,2,3,no
1433,2361449,Table 1,BaselineCharacteristic,?Lung,Characteristic ; ,?Lung, Metastatic sites,30,0,2,no
1433,2361449,Table 1,BaselineCharacteristic,x,No. ; ,?Lung, Metastatic sites,30,1,3,no
1433,2361449,Table 1,BaselineCharacteristic,xx.x,% ; ,?Lung, Metastatic sites,30,2,3,no
1433,2361449,Table 1,BaselineCharacteristic,?Cervical lymph node,Characteristic ; ,?Cervical lymph node, Metastatic sites,31,0,2,no
1433,2361449,Table 1,BaselineCharacteristic,x,No. ; ,?Cervical lymph node, Metastatic sites,31,1,3,no
1433,2361449,Table 1,BaselineCharacteristic,xx.x,% ; ,?Cervical lymph node, Metastatic sites,31,2,3,no
1433,2361449,Table 1,BaselineCharacteristic,?Ovary,Characteristic ; ,?Ovary, Metastatic sites,32,0,2,no
1433,2361449,Table 1,BaselineCharacteristic,x,No. ; ,?Ovary, Metastatic sites,32,1,3,no
1433,2361449,Table 1,BaselineCharacteristic,x.x,% ; ,?Ovary, Metastatic sites,32,2,3,no
1433,2361449,Table 1,BaselineCharacteristic,,Characteristic ; ,None,None,33,0,2,no
1433,2361449,Table 1,BaselineCharacteristic,,No. ; ,None,None,33,1,3,no
1433,2361449,Table 1,BaselineCharacteristic,,% ; ,None,None,33,2,3,no
1433,2361449,Table 1,BaselineCharacteristic,No. of metastases,Characteristic ; ,None,None,34,0,24,no
1433,2361449,Table 1,BaselineCharacteristic,No. of metastases,No. ; ,No. of metastases,None,34,1,43,no
1433,2361449,Table 1,BaselineCharacteristic,No. of metastases,% ; ,No. of metastases,None,34,2,43,no
1433,2361449,Table 1,BaselineCharacteristic,?x,Characteristic ; ,?x, No. of metastases,35,0,2,no
1433,2361449,Table 1,BaselineCharacteristic,xx,No. ; ,?x, No. of metastases,35,1,3,no
1433,2361449,Table 1,BaselineCharacteristic,xx.x,% ; ,?x, No. of metastases,35,2,3,no
1433,2361449,Table 1,BaselineCharacteristic,?x,Characteristic ; ,?x, No. of metastases,36,0,2,no
1433,2361449,Table 1,BaselineCharacteristic,xx,No. ; ,?x, No. of metastases,36,1,3,no
1433,2361449,Table 1,BaselineCharacteristic,xx.x,% ; ,?x, No. of metastases,36,2,3,no
1433,2361449,Table 1,BaselineCharacteristic,??x,Characteristic ; ,??x, No. of metastases,37,0,2,no
1433,2361449,Table 1,BaselineCharacteristic,xx,No. ; ,??x, No. of metastases,37,1,3,no
1433,2361449,Table 1,BaselineCharacteristic,xx.x,% ; ,??x, No. of metastases,37,2,3,no
1437,2361475,Table 1,BaselineCharacteristic,Characteristics,,None,None,0,0,12,no
1437,2361475,Table 1,BaselineCharacteristic,No. of patients,,Characteristics,None,0,1,1,no
1437,2361475,Table 1,BaselineCharacteristic,"Median age (range), years",Characteristics ; ,"Median age (range), years",,1,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,Male/female (%),Characteristics ; ,Male/female (%),,2,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,xx (xx.x)/xx (xx.x),No. of patients ; ,Male/female (%),,2,1,3,yes
1437,2361475,Table 1,BaselineCharacteristic,,Characteristics ; ,None,None,3,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,,No. of patients ; ,None,None,3,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,KPS (%),Characteristics ; ,None,None,4,0,24,no
1437,2361475,Table 1,BaselineCharacteristic,,No. of patients ; ,KPS (%),None,4,1,43,no
1437,2361475,Table 1,BaselineCharacteristic,?xxx,Characteristics ; ,?xxx, KPS (%),5,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,xx (xx.x),No. of patients ; ,?xxx, KPS (%),5,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,?xx,Characteristics ; ,?xx, KPS (%),7,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,x (x.x),No. of patients ; ,?xx, KPS (%),7,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,,Characteristics ; ,None,None,8,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,,No. of patients ; ,None,None,8,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,Stage IIIB/IV (%),Characteristics ; ,Stage IIIB/IV (%),,9,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,x (xx.x)/xx (xx.x),No. of patients ; ,Stage IIIB/IV (%),,9,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,,Characteristics ; ,None,None,10,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,,No. of patients ; ,None,None,10,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,Sites of metastasis,Characteristics ; ,None,None,11,0,24,no
1437,2361475,Table 1,BaselineCharacteristic,Sites of metastasis,No. of patients ; ,Sites of metastasis,None,11,1,43,no
1437,2361475,Table 1,BaselineCharacteristic,?Liver,Characteristics ; ,?Liver, Sites of metastasis,12,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,x,No. of patients ; ,?Liver, Sites of metastasis,12,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,?Brain,Characteristics ; ,?Brain, Sites of metastasis,13,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,x,No. of patients ; ,?Brain, Sites of metastasis,13,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,?Bone,Characteristics ; ,?Bone, Sites of metastasis,14,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,x,No. of patients ; ,?Bone, Sites of metastasis,14,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,?Nodes,Characteristics ; ,?Nodes, Sites of metastasis,15,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,xx,No. of patients ; ,?Nodes, Sites of metastasis,15,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,?Others,Characteristics ; ,?Others, Sites of metastasis,16,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,xx,No. of patients ; ,?Others, Sites of metastasis,16,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,,Characteristics ; ,None,None,17,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,,No. of patients ; ,None,None,17,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,No. of metastatic sites,Characteristics ; ,None,None,18,0,24,no
1437,2361475,Table 1,BaselineCharacteristic,No. of metastatic sites,No. of patients ; ,No. of metastatic sites,None,18,1,43,no
1437,2361475,Table 1,BaselineCharacteristic,?x,Characteristics ; ,?x, No. of metastatic sites,19,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,xx,No. of patients ; ,?x, No. of metastatic sites,19,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,??x,Characteristics ; ,??x, No. of metastatic sites,20,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,xx,No. of patients ; ,??x, No. of metastatic sites,20,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,,Characteristics ; ,None,None,21,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,,No. of patients ; ,None,None,21,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,Histology (%),Characteristics ; ,None,None,22,0,24,no
1437,2361475,Table 1,BaselineCharacteristic,Histology (%),No. of patients ; ,Histology (%),None,22,1,43,no
1437,2361475,Table 1,BaselineCharacteristic,?Adenocarcinoma,Characteristics ; ,?Adenocarcinoma, Histology (%),23,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,xx (xx.x),No. of patients ; ,?Adenocarcinoma, Histology (%),23,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,?Squamous,Characteristics ; ,?Squamous, Histology (%),24,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,xx (xx.x),No. of patients ; ,?Squamous, Histology (%),24,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,?Bronchioloalveolar,Characteristics ; ,?Bronchioloalveolar, Histology (%),25,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,x (x.x),No. of patients ; ,?Bronchioloalveolar, Histology (%),25,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,?Undifferentiated,Characteristics ; ,?Undifferentiated, Histology (%),26,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,x (x.x),No. of patients ; ,?Undifferentiated, Histology (%),26,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,?Other NSCLC,Characteristics ; ,?Other NSCLC, Histology (%),27,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,x (x.x),No. of patients ; ,?Other NSCLC, Histology (%),27,1,3,no
1437,2361475,Table 1,BaselineCharacteristic,?Unknown,Characteristics ; ,?Unknown, Histology (%),28,0,2,no
1437,2361475,Table 1,BaselineCharacteristic,x (x.x),No. of patients ; ,?Unknown, Histology (%),28,1,3,no
1443,2361496,Table 2,BaselineCharacteristic,Median age (range),,None,None,0,0,12,no
1443,2361496,Table 2,BaselineCharacteristic,Male?:?female,,None,None,1,0,12,no
1443,2361496,Table 2,BaselineCharacteristic,xx?:?x,,Male?:?female,None,1,1,1,yes
1443,2361496,Table 2,BaselineCharacteristic,,,None,None,2,0,2,no
1443,2361496,Table 2,BaselineCharacteristic,,,None,None,2,1,3,no
1443,2361496,Table 2,BaselineCharacteristic,Performance status,,None,None,3,0,24,no
1443,2361496,Table 2,BaselineCharacteristic,Performance status,,Performance status,None,3,1,43,no
1443,2361496,Table 2,BaselineCharacteristic,?x,,?x, Performance status,4,0,2,no
1443,2361496,Table 2,BaselineCharacteristic,xx,,?x, Performance status,4,1,3,no
1443,2361496,Table 2,BaselineCharacteristic,?x,,?x, Performance status,5,0,2,no
1443,2361496,Table 2,BaselineCharacteristic,xx,,?x, Performance status,5,1,3,no
1443,2361496,Table 2,BaselineCharacteristic,?x,,?x, Performance status,6,0,2,no
1443,2361496,Table 2,BaselineCharacteristic,x,,?x, Performance status,6,1,3,no
1443,2361496,Table 2,BaselineCharacteristic,?Unrecorded,,?Unrecorded, Performance status,7,0,2,no
1443,2361496,Table 2,BaselineCharacteristic,x,,?Unrecorded, Performance status,7,1,3,no
1443,2361496,Table 2,BaselineCharacteristic,,,None,None,8,0,2,no
1443,2361496,Table 2,BaselineCharacteristic,,,None,None,8,1,3,no
1443,2361496,Table 2,BaselineCharacteristic,Histology,,None,None,9,0,24,no
1443,2361496,Table 2,BaselineCharacteristic,Histology,,Histology,None,9,1,43,no
1443,2361496,Table 2,BaselineCharacteristic,?Squamous,,?Squamous, Histology,10,0,2,no
1443,2361496,Table 2,BaselineCharacteristic,xx,,?Squamous, Histology,10,1,3,no
1443,2361496,Table 2,BaselineCharacteristic,?Adeno,,?Adeno, Histology,11,0,2,no
1443,2361496,Table 2,BaselineCharacteristic,xx,,?Adeno, Histology,11,1,3,no
1443,2361496,Table 2,BaselineCharacteristic,?Mixed,,?Mixed, Histology,12,0,2,no
1443,2361496,Table 2,BaselineCharacteristic,x,,?Mixed, Histology,12,1,3,no
1443,2361496,Table 2,BaselineCharacteristic,,,None,None,13,0,2,no
1443,2361496,Table 2,BaselineCharacteristic,,,None,None,13,1,3,no
1443,2361496,Table 2,BaselineCharacteristic,Stage,,None,None,14,0,24,no
1443,2361496,Table 2,BaselineCharacteristic,Stage,,Stage,None,14,1,43,no
1443,2361496,Table 2,BaselineCharacteristic,?Locally advanced,,?Locally advanced, Stage,15,0,2,no
1443,2361496,Table 2,BaselineCharacteristic,x,,?Locally advanced, Stage,15,1,3,no
1443,2361496,Table 2,BaselineCharacteristic,?Metastatic,,?Metastatic, Stage,16,0,2,no
1443,2361496,Table 2,BaselineCharacteristic,xx,,?Metastatic, Stage,16,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,,,None,None,0,0,12,no
1762,2364769,Table 1,BaselineCharacteristic,Interferon,,,None,0,1,1,no
1762,2364769,Table 1,BaselineCharacteristic,Observation,,,None,0,2,1,no
1762,2364769,Table 1,BaselineCharacteristic,, ; ,None,None,1,0,12,no
1762,2364769,Table 1,BaselineCharacteristic,(n=xxx),Interferon ; ,,None,1,1,1,no
1762,2364769,Table 1,BaselineCharacteristic,(n=xxx),Observation ; ,,None,1,2,1,no
1762,2364769,Table 1,BaselineCharacteristic,Median (range) age at diagnosis (years), ;  ; ,Median (range) age at diagnosis (years),,2,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,, ;  ; ,None,None,3,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,,Interferon ; (n=xxx) ; ,None,None,3,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,,Observation ; (n=xxx) ; ,None,None,3,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,FIGO stage at diagnosis, ;  ; ,None,None,4,0,24,no
1762,2364769,Table 1,BaselineCharacteristic,,Interferon ; (n=xxx) ; ,FIGO stage at diagnosis,None,4,1,43,no
1762,2364769,Table 1,BaselineCharacteristic,,Observation ; (n=xxx) ; ,FIGO stage at diagnosis,None,4,2,43,no
1762,2364769,Table 1,BaselineCharacteristic,?I, ;  ; ,?I, FIGO stage at diagnosis,5,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (x%),Interferon ; (n=xxx) ; ,?I, FIGO stage at diagnosis,5,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (x%),Observation ; (n=xxx) ; ,?I, FIGO stage at diagnosis,5,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?II, ;  ; ,?II, FIGO stage at diagnosis,6,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?II, FIGO stage at diagnosis,6,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?II, FIGO stage at diagnosis,6,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?III, ;  ; ,?III, FIGO stage at diagnosis,7,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?III, FIGO stage at diagnosis,7,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?III, FIGO stage at diagnosis,7,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?IV, ;  ; ,?IV, FIGO stage at diagnosis,8,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?IV, FIGO stage at diagnosis,8,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?IV, FIGO stage at diagnosis,8,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,, ;  ; ,None,None,9,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,,Interferon ; (n=xxx) ; ,None,None,9,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,,Observation ; (n=xxx) ; ,None,None,9,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,Residual disease following surgery (cm), ;  ; ,None,None,10,0,24,no
1762,2364769,Table 1,BaselineCharacteristic,,Interferon ; (n=xxx) ; ,Residual disease following surgery (cm),None,10,1,43,no
1762,2364769,Table 1,BaselineCharacteristic,,Observation ; (n=xxx) ; ,Residual disease following surgery (cm),None,10,2,43,no
1762,2364769,Table 1,BaselineCharacteristic,?x, ;  ; ,?x, Residual disease following surgery (cm),11,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?x, Residual disease following surgery (cm),11,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?x, Residual disease following surgery (cm),11,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?<x, ;  ; ,?<x, Residual disease following surgery (cm),12,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?<x, Residual disease following surgery (cm),12,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?<x, Residual disease following surgery (cm),12,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?>x, ;  ; ,?>x, Residual disease following surgery (cm),14,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?>x, Residual disease following surgery (cm),14,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?>x, Residual disease following surgery (cm),14,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,, ;  ; ,None,None,15,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,,Interferon ; (n=xxx) ; ,None,None,15,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,,Observation ; (n=xxx) ; ,None,None,15,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,Histology, ;  ; ,None,None,16,0,24,no
1762,2364769,Table 1,BaselineCharacteristic,,Interferon ; (n=xxx) ; ,Histology,None,16,1,43,no
1762,2364769,Table 1,BaselineCharacteristic,,Observation ; (n=xxx) ; ,Histology,None,16,2,43,no
1762,2364769,Table 1,BaselineCharacteristic,?Serous, ;  ; ,?Serous, Histology,17,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?Serous, Histology,17,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?Serous, Histology,17,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?Mucinous, ;  ; ,?Mucinous, Histology,18,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (x%),Interferon ; (n=xxx) ; ,?Mucinous, Histology,18,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (x%),Observation ; (n=xxx) ; ,?Mucinous, Histology,18,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?Endometrioid, ;  ; ,?Endometrioid, Histology,19,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?Endometrioid, Histology,19,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?Endometrioid, Histology,19,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?Clear cell, ;  ; ,?Clear cell, Histology,20,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,x (x%),Interferon ; (n=xxx) ; ,?Clear cell, Histology,20,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,x (x%),Observation ; (n=xxx) ; ,?Clear cell, Histology,20,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?Other, ;  ; ,?Other, Histology,21,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?Other, Histology,21,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (x%),Observation ; (n=xxx) ; ,?Other, Histology,21,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?Undifferentiated, ;  ; ,?Undifferentiated, Histology,22,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,x (x%),Interferon ; (n=xxx) ; ,?Undifferentiated, Histology,22,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,x (x%),Observation ; (n=xxx) ; ,?Undifferentiated, Histology,22,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?Not stated, ;  ; ,?Not stated, Histology,23,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?Not stated, Histology,23,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?Not stated, Histology,23,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,, ;  ; ,None,None,24,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,,Interferon ; (n=xxx) ; ,None,None,24,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,,Observation ; (n=xxx) ; ,None,None,24,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,Tumour grade, ;  ; ,None,None,25,0,24,no
1762,2364769,Table 1,BaselineCharacteristic,,Interferon ; (n=xxx) ; ,Tumour grade,None,25,1,43,no
1762,2364769,Table 1,BaselineCharacteristic,,Observation ; (n=xxx) ; ,Tumour grade,None,25,2,43,no
1762,2364769,Table 1,BaselineCharacteristic,?x, ;  ; ,?x, Tumour grade,26,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (x%),Interferon ; (n=xxx) ; ,?x, Tumour grade,26,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?x, Tumour grade,26,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?x, ;  ; ,?x, Tumour grade,27,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?x, Tumour grade,27,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?x, Tumour grade,27,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?x, ;  ; ,?x, Tumour grade,28,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?x, Tumour grade,28,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?x, Tumour grade,28,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?Not stated, ;  ; ,?Not stated, Tumour grade,29,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx,Interferon ; (n=xxx) ; ,?Not stated, Tumour grade,29,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx,Observation ; (n=xxx) ; ,?Not stated, Tumour grade,29,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,, ;  ; ,None,None,30,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,,Interferon ; (n=xxx) ; ,None,None,30,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,,Observation ; (n=xxx) ; ,None,None,30,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,WHO performance status pre-chemotherapy, ;  ; ,None,None,31,0,24,no
1762,2364769,Table 1,BaselineCharacteristic,,Interferon ; (n=xxx) ; ,WHO performance status pre-chemotherapy,None,31,1,43,no
1762,2364769,Table 1,BaselineCharacteristic,,Observation ; (n=xxx) ; ,WHO performance status pre-chemotherapy,None,31,2,43,no
1762,2364769,Table 1,BaselineCharacteristic,?x, ;  ; ,?x, WHO performance status pre-chemotherapy,32,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?x, WHO performance status pre-chemotherapy,32,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?x, WHO performance status pre-chemotherapy,32,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?x, ;  ; ,?x, WHO performance status pre-chemotherapy,33,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?x, WHO performance status pre-chemotherapy,33,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?x, WHO performance status pre-chemotherapy,33,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?x, ;  ; ,?x, WHO performance status pre-chemotherapy,34,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,x (x%),Interferon ; (n=xxx) ; ,?x, WHO performance status pre-chemotherapy,34,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?x, WHO performance status pre-chemotherapy,34,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?x, ;  ; ,?x, WHO performance status pre-chemotherapy,35,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,x (x%),Interferon ; (n=xxx) ; ,?x, WHO performance status pre-chemotherapy,35,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,x (x%),Observation ; (n=xxx) ; ,?x, WHO performance status pre-chemotherapy,35,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?x, ;  ; ,?x, WHO performance status pre-chemotherapy,36,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,x (x%),Interferon ; (n=xxx) ; ,?x, WHO performance status pre-chemotherapy,36,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,x,Observation ; (n=xxx) ; ,?x, WHO performance status pre-chemotherapy,36,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?Not stated, ;  ; ,?Not stated, WHO performance status pre-chemotherapy,37,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,x,Interferon ; (n=xxx) ; ,?Not stated, WHO performance status pre-chemotherapy,37,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,x,Observation ; (n=xxx) ; ,?Not stated, WHO performance status pre-chemotherapy,37,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,, ;  ; ,None,None,38,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,,Interferon ; (n=xxx) ; ,None,None,38,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,,Observation ; (n=xxx) ; ,None,None,38,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,Chemotherapy regimen, ;  ; ,None,None,39,0,24,no
1762,2364769,Table 1,BaselineCharacteristic,,Interferon ; (n=xxx) ; ,Chemotherapy regimen,None,39,1,43,no
1762,2364769,Table 1,BaselineCharacteristic,,Observation ; (n=xxx) ; ,Chemotherapy regimen,None,39,2,43,no
1762,2364769,Table 1,BaselineCharacteristic,?Platinum single agent, ;  ; ,?Platinum single agent, Chemotherapy regimen,40,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?Platinum single agent, Chemotherapy regimen,40,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?Platinum single agent, Chemotherapy regimen,40,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?Platinum combination, ;  ; ,?Platinum combination, Chemotherapy regimen,41,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?Platinum combination, Chemotherapy regimen,41,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?Platinum combination, Chemotherapy regimen,41,2,3,no
1762,2364769,Table 1,BaselineCharacteristic,?Platinum/taxane, ;  ; ,?Platinum/taxane, Chemotherapy regimen,42,0,2,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Interferon ; (n=xxx) ; ,?Platinum/taxane, Chemotherapy regimen,42,1,3,no
1762,2364769,Table 1,BaselineCharacteristic,xx (xx%),Observation ; (n=xxx) ; ,?Platinum/taxane, Chemotherapy regimen,42,2,3,no
