ArticleId,PMCid,TableName,SpecPragmatics,CellContent,Header,Stub,SuperRow,rowN,columnN,function,hasAge,actual,predicted,error,prediction
1410,2361304,Table 1,BaselineCharacteristic,x (x–x),Number ; ,Median number of previous agents (range),,23,1,3,No,1:No,1:No,,0.7
1410,2361304,Table 1,BaselineCharacteristic,,Parameter ; ,None,None,24,0,2,No,1:No,1:No,,1
1410,2361304,Table 1,BaselineCharacteristic,,Number ; ,None,None,24,1,3,No,1:No,1:No,,0.98
1410,2361304,Table 1,BaselineCharacteristic,Previous exposure,Parameter ; ,None,None,25,0,24,No,1:No,1:No,,0.995
1410,2361304,Table 1,BaselineCharacteristic,,Number ; ,Previous exposure,None,25,1,43,No,1:No,1:No,,0.967
1410,2361304,Table 1,BaselineCharacteristic,?Anthracyclines,Parameter ; ,?Anthracyclines, Previous exposure,26,0,2,No,1:No,1:No,,1
1410,2361304,Table 1,BaselineCharacteristic,xx,Number ; ,?Anthracyclines, Previous exposure,26,1,3,No,1:No,1:No,,0.937
1410,2361304,Table 1,BaselineCharacteristic,?Taxanes,Parameter ; ,?Taxanes, Previous exposure,27,0,2,No,1:No,1:No,,1
1410,2361304,Table 1,BaselineCharacteristic,xx,Number ; ,?Taxanes, Previous exposure,27,1,3,No,1:No,1:No,,0.937
1410,2361304,Table 2,BaselineCharacteristic,Age,,None,None,0,0,12,No,1:No,1:No,,0.905
1410,2361304,Table 2,BaselineCharacteristic,PS,,Age,None,0,1,1,No,1:No,1:No,,0.91
1410,2361304,Table 2,BaselineCharacteristic,Prior CT linesa,,Age,None,0,2,1,No,1:No,1:No,,0.903
1410,2361304,Table 2,BaselineCharacteristic,Prior CT agents,,Age,None,0,3,1,No,1:No,1:No,,0.903
1410,2361304,Table 2,BaselineCharacteristic,Anthra clinical resistance,,Age,None,0,4,1,No,1:No,1:No,,0.913
1410,2361304,Table 2,BaselineCharacteristic,Tax clinical resistance,,Age,None,0,5,1,No,1:No,1:No,,0.935
1410,2361304,Table 2,BaselineCharacteristic,Site of disease,,Age,None,0,6,1,No,1:No,1:No,,0.925
1410,2361304,Table 2,BaselineCharacteristic,OR,,Age,None,0,7,1,No,1:No,1:No,,0.945
1410,2361304,Table 2,BaselineCharacteristic,Number of cycles,,Age,None,0,8,1,No,1:No,1:No,,0.945
1410,2361304,Table 2,BaselineCharacteristic,Baseline CA xx.x,,Age,None,0,9,1,No,1:No,1:No,,0.676
1410,2361304,Table 2,BaselineCharacteristic,CA xx.x Maximal nadir,,Age,None,0,10,1,No,1:No,1:No,,0.676
1410,2361304,Table 2,BaselineCharacteristic,TTP,,Age,None,0,11,1,No,1:No,1:No,,0.945
1410,2361304,Table 2,BaselineCharacteristic,xx,Age ; ,xx,None,1,0,2,No,1:No,1:No,,0.767
1410,2361304,Table 2,BaselineCharacteristic,x,PS ; ,xx,None,1,1,3,No,1:No,1:No,,0.612
1410,2361304,Table 2,BaselineCharacteristic,x+x,Prior CT linesa ; ,xx,None,1,2,3,No,1:No,1:No,,0.618
1410,2361304,Table 2,BaselineCharacteristic,x,Prior CT agents ; ,xx,None,1,3,3,No,1:No,1:No,,0.562
1410,2361304,Table 2,BaselineCharacteristic,E,Anthra clinical resistance ; ,xx,None,1,4,3,No,1:No,1:No,,0.652
1410,2361304,Table 2,BaselineCharacteristic,E,Tax clinical resistance ; ,xx,None,1,5,3,No,1:No,1:No,,0.672
1410,2361304,Table 2,BaselineCharacteristic,"Lung, mediastinal nodes",Site of disease ; ,xx,None,1,6,3,No,1:No,1:No,,0.702
1410,2361304,Table 2,BaselineCharacteristic,PR,OR ; ,xx,None,1,7,3,No,1:No,1:No,,0.692
1410,2361304,Table 2,BaselineCharacteristic,x,Number of cycles ; ,xx,None,1,8,3,No,1:No,1:No,,0.706
1410,2361304,Table 2,BaselineCharacteristic,xx,Baseline CA xx.x ; ,xx,None,1,9,3,No,1:No,1:No,,0.646
1410,2361304,Table 2,BaselineCharacteristic,x,CA xx.x Maximal nadir ; ,xx,None,1,10,3,No,1:No,1:No,,0.646
1410,2361304,Table 2,BaselineCharacteristic,x.x,TTP ; ,xx,None,1,11,3,No,1:No,1:No,,0.646
1410,2361304,Table 2,BaselineCharacteristic,xx,Age ; ,xx,None,2,0,2,No,1:No,1:No,,0.807
1410,2361304,Table 2,BaselineCharacteristic,x,PS ; ,xx,None,2,1,3,No,1:No,1:No,,0.632
1410,2361304,Table 2,BaselineCharacteristic,x+x,Prior CT linesa ; ,xx,None,2,2,3,No,1:No,1:No,,0.678
1410,2361304,Table 2,BaselineCharacteristic,x,Prior CT agents ; ,xx,None,2,3,3,No,1:No,1:No,,0.612
1410,2361304,Table 2,BaselineCharacteristic,E,Anthra clinical resistance ; ,xx,None,2,4,3,No,1:No,1:No,,0.702
1410,2361304,Table 2,BaselineCharacteristic,NA,Tax clinical resistance ; ,xx,None,2,5,3,No,1:No,1:No,,0.722
1410,2361304,Table 2,BaselineCharacteristic,"Skin, mediastinal nodes",Site of disease ; ,xx,None,2,6,3,No,1:No,1:No,,0.742
1410,2361304,Table 2,BaselineCharacteristic,PR,OR ; ,xx,None,2,7,3,No,1:No,1:No,,0.742
1410,2361304,Table 2,BaselineCharacteristic,xx,Number of cycles ; ,xx,None,2,8,3,No,1:No,1:No,,0.786
1410,2361304,Table 2,BaselineCharacteristic,xx,Baseline CA xx.x ; ,xx,None,2,9,3,No,1:No,1:No,,0.686
1410,2361304,Table 2,BaselineCharacteristic,xx,CA xx.x Maximal nadir ; ,xx,None,2,10,3,No,1:No,1:No,,0.686
1410,2361304,Table 2,BaselineCharacteristic,xx.x,TTP ; ,xx,None,2,11,3,No,1:No,1:No,,0.686
1410,2361304,Table 2,BaselineCharacteristic,xx,Age ; ,xx,None,3,0,2,No,1:No,1:No,,0.807
1410,2361304,Table 2,BaselineCharacteristic,x,PS ; ,xx,None,3,1,3,No,1:No,1:No,,0.646
1410,2361304,Table 2,BaselineCharacteristic,x+x,Prior CT linesa ; ,xx,None,3,2,3,No,1:No,1:No,,0.671
1410,2361304,Table 2,BaselineCharacteristic,x,Prior CT agents ; ,xx,None,3,3,3,No,1:No,1:No,,0.616
1410,2361304,Table 2,BaselineCharacteristic,E,Anthra clinical resistance ; ,xx,None,3,4,3,No,1:No,1:No,,0.696
1410,2361304,Table 2,BaselineCharacteristic,E,Tax clinical resistance ; ,xx,None,3,5,3,No,1:No,1:No,,0.716
1410,2361304,Table 2,BaselineCharacteristic,"Lung, liver",Site of disease ; ,xx,None,3,6,3,No,1:No,1:No,,0.716
1410,2361304,Table 2,BaselineCharacteristic,PR,OR ; ,xx,None,3,7,3,No,1:No,1:No,,0.736
1410,2361304,Table 2,BaselineCharacteristic,xx,Number of cycles ; ,xx,None,3,8,3,No,1:No,1:No,,0.78
1410,2361304,Table 2,BaselineCharacteristic,xxxx,Baseline CA xx.x ; ,xx,None,3,9,3,No,1:No,1:No,,0.69
1410,2361304,Table 2,BaselineCharacteristic,xxx,CA xx.x Maximal nadir ; ,xx,None,3,10,3,No,1:No,1:No,,0.61
1410,2361304,Table 2,BaselineCharacteristic,x.x,TTP ; ,xx,None,3,11,3,No,1:No,1:No,,0.69
1410,2361304,Table 2,BaselineCharacteristic,xx,Age ; ,xx,None,4,0,2,No,1:No,1:No,,0.857
1410,2361304,Table 2,BaselineCharacteristic,x,PS ; ,xx,None,4,1,3,No,1:No,1:No,,0.726
1410,2361304,Table 2,BaselineCharacteristic,x+x,Prior CT linesa ; ,xx,None,4,2,3,No,1:No,1:No,,0.741
1410,2361304,Table 2,BaselineCharacteristic,x,Prior CT agents ; ,xx,None,4,3,3,No,1:No,1:No,,0.716
1410,2361304,Table 2,BaselineCharacteristic,E,Anthra clinical resistance ; ,xx,None,4,4,3,No,1:No,1:No,,0.766
1410,2361304,Table 2,BaselineCharacteristic,R,Tax clinical resistance ; ,xx,None,4,5,3,No,1:No,1:No,,0.776
1410,2361304,Table 2,BaselineCharacteristic,"Breast, axillary & peritoneal nodes",Site of disease ; ,xx,None,4,6,3,No,1:No,1:No,,0.796
1410,2361304,Table 2,BaselineCharacteristic,UPR,OR ; ,xx,None,4,7,3,No,1:No,1:No,,0.806
1410,2361304,Table 2,BaselineCharacteristic,x,Number of cycles ; ,xx,None,4,8,3,No,1:No,1:No,,0.81
1410,2361304,Table 2,BaselineCharacteristic,xxxx,Baseline CA xx.x ; ,xx,None,4,9,3,No,1:No,1:No,,0.77
1410,2361304,Table 2,BaselineCharacteristic,xxxx,CA xx.x Maximal nadir ; ,xx,None,4,10,3,No,1:No,1:No,,0.77
1410,2361304,Table 2,BaselineCharacteristic,x.x,TTP ; ,xx,None,4,11,3,No,1:No,1:No,,0.77
1410,2361304,Table 2,BaselineCharacteristic,xx,Age ; ,xx,None,5,0,2,No,1:No,1:No,,0.847
1410,2361304,Table 2,BaselineCharacteristic,x,PS ; ,xx,None,5,1,3,No,1:No,1:No,,0.726
1410,2361304,Table 2,BaselineCharacteristic,x+x,Prior CT linesa ; ,xx,None,5,2,3,No,1:No,1:No,,0.731
1410,2361304,Table 2,BaselineCharacteristic,x,Prior CT agents ; ,xx,None,5,3,3,No,1:No,1:No,,0.716
1410,2361304,Table 2,BaselineCharacteristic,E,Anthra clinical resistance ; ,xx,None,5,4,3,No,1:No,1:No,,0.756
1410,2361304,Table 2,BaselineCharacteristic,E,Tax clinical resistance ; ,xx,None,5,5,3,No,1:No,1:No,,0.756
1410,2361304,Table 2,BaselineCharacteristic,Liver,Site of disease ; ,xx,None,5,6,3,No,1:No,1:No,,0.776
1410,2361304,Table 2,BaselineCharacteristic,MR,OR ; ,xx,None,5,7,3,No,1:No,1:No,,0.786
1410,2361304,Table 2,BaselineCharacteristic,x,Number of cycles ; ,xx,None,5,8,3,No,1:No,1:No,,0.8
1410,2361304,Table 2,BaselineCharacteristic,xxx,Baseline CA xx.x ; ,xx,None,5,9,3,No,1:No,1:No,,0.64
1410,2361304,Table 2,BaselineCharacteristic,xx,CA xx.x Maximal nadir ; ,xx,None,5,10,3,No,1:No,1:No,,0.76
1410,2361304,Table 2,BaselineCharacteristic,x.x,TTP ; ,xx,None,5,11,3,No,1:No,1:No,,0.76
1410,2361304,Table 2,BaselineCharacteristic,xx,Age ; ,xx,None,6,0,2,No,1:No,1:No,,0.877
1410,2361304,Table 2,BaselineCharacteristic,x,PS ; ,xx,None,6,1,3,No,1:No,1:No,,0.746
1410,2361304,Table 2,BaselineCharacteristic,x+x,Prior CT linesa ; ,xx,None,6,2,3,No,1:No,1:No,,0.791
1410,2361304,Table 2,BaselineCharacteristic,x,Prior CT agents ; ,xx,None,6,3,3,No,1:No,1:No,,0.736
1410,2361304,Table 2,BaselineCharacteristic,E,Anthra clinical resistance ; ,xx,None,6,4,3,No,1:No,1:No,,0.816
1410,2361304,Table 2,BaselineCharacteristic,E,Tax clinical resistance ; ,xx,None,6,5,3,No,1:No,1:No,,0.816
1410,2361304,Table 2,BaselineCharacteristic,"Lung, pre-external soft tissue",Site of disease ; ,xx,None,6,6,3,No,1:No,1:No,,0.836
1410,2361304,Table 2,BaselineCharacteristic,MR,OR ; ,xx,None,6,7,3,No,1:No,1:No,,0.846
1410,2361304,Table 2,BaselineCharacteristic,x,Number of cycles ; ,xx,None,6,8,3,No,1:No,1:No,,0.82
1410,2361304,Table 2,BaselineCharacteristic,xx,Baseline CA xx.x ; ,xx,None,6,9,3,No,1:No,1:No,,0.78
1410,2361304,Table 2,BaselineCharacteristic,xx,CA xx.x Maximal nadir ; ,xx,None,6,10,3,No,1:No,1:No,,0.78
1410,2361304,Table 2,BaselineCharacteristic,x.x,TTP ; ,xx,None,6,11,3,No,1:No,1:No,,0.78
1423,2361378,Table 1,BaselineCharacteristic,Characteristic,,None,None,0,0,12,No,1:No,1:No,,0.905
1423,2361378,Table 1,BaselineCharacteristic,n (%),,Characteristic,None,0,1,1,No,1:No,1:No,,0.704
1423,2361378,Table 1,BaselineCharacteristic,Patients enrolled,Characteristic ; ,Patients enrolled,,1,0,2,No,1:No,1:No,,0.94
1423,2361378,Table 1,BaselineCharacteristic,Age (years),Characteristic ; ,None,None,2,0,24,No,1:No,1:No,,0.675
1423,2361378,Table 1,BaselineCharacteristic,Age (years),n (%) ; ,Age (years),None,2,1,43,No,1:No,1:No,,0.599
1423,2361378,Table 1,BaselineCharacteristic,?Median,Characteristic ; ,?Median, Age (years),3,0,2,No,1:No,1:No,,0.66
1423,2361378,Table 1,BaselineCharacteristic,?Range,Characteristic ; ,?Range, Age (years),4,0,2,No,1:No,1:No,,0.67
1423,2361378,Table 1,BaselineCharacteristic,Sex,Characteristic ; ,None,None,5,0,24,No,1:No,1:No,,0.929
1423,2361378,Table 1,BaselineCharacteristic,Sex,n (%) ; ,Sex,None,5,1,43,No,1:No,1:No,,0.729
1423,2361378,Table 1,BaselineCharacteristic,?Male,Characteristic ; ,?Male, Sex,6,0,2,No,1:No,1:No,,0.99
1423,2361378,Table 1,BaselineCharacteristic,xx (xx),n (%) ; ,?Male, Sex,6,1,3,No,1:No,1:No,,0.581
1423,2361378,Table 1,BaselineCharacteristic,?Female,Characteristic ; ,?Female, Sex,7,0,2,No,1:No,1:No,,0.99
1423,2361378,Table 1,BaselineCharacteristic,xx (xx),n (%) ; ,?Female, Sex,7,1,3,No,1:No,1:No,,0.621
1423,2361378,Table 1,BaselineCharacteristic,Karnofsky PS,Characteristic ; ,None,None,8,0,24,No,1:No,1:No,,0.974
1423,2361378,Table 1,BaselineCharacteristic,Karnofsky PS,n (%) ; ,Karnofsky PS,None,8,1,43,No,1:No,1:No,,0.839
1423,2361378,Table 1,BaselineCharacteristic,?xx–xx,Characteristic ; ,?xx–xx, Karnofsky PS,9,0,2,No,1:No,1:No,,0.79
1423,2361378,Table 1,BaselineCharacteristic,xx (xx),n (%) ; ,?xx–xx, Karnofsky PS,9,1,3,No,1:No,1:No,,0.551
1423,2361378,Table 1,BaselineCharacteristic,?xx–xxx,Characteristic ; ,?xx–xxx, Karnofsky PS,10,0,2,No,1:No,1:No,,1
1423,2361378,Table 1,BaselineCharacteristic,xx (xx),n (%) ; ,?xx–xxx, Karnofsky PS,10,1,3,No,1:No,1:No,,0.711
1423,2361378,Table 1,BaselineCharacteristic,Site of metastases,Characteristic ; ,None,None,11,0,24,No,1:No,1:No,,0.99
1423,2361378,Table 1,BaselineCharacteristic,Site of metastases,n (%) ; ,Site of metastases,None,11,1,43,No,1:No,1:No,,0.87
1423,2361378,Table 1,BaselineCharacteristic,?Liver,Characteristic ; ,?Liver, Site of metastases,12,0,2,No,1:No,1:No,,0.99
1423,2361378,Table 1,BaselineCharacteristic,xx (xx),n (%) ; ,?Liver, Site of metastases,12,1,3,No,1:No,1:No,,0.731
1423,2361378,Table 1,BaselineCharacteristic,?Lymphnodes,Characteristic ; ,?Lymphnodes, Site of metastases,13,0,2,No,1:No,1:No,,0.99
1423,2361378,Table 1,BaselineCharacteristic,x (xx),n (%) ; ,?Lymphnodes, Site of metastases,13,1,3,No,1:No,1:No,,0.691
1423,2361378,Table 1,BaselineCharacteristic,?Lung,Characteristic ; ,?Lung, Site of metastases,14,0,2,No,1:No,1:No,,0.99
1423,2361378,Table 1,BaselineCharacteristic,xx (xx),n (%) ; ,?Lung, Site of metastases,14,1,3,No,1:No,1:No,,0.741
1423,2361378,Table 1,BaselineCharacteristic,?Peritoneum,Characteristic ; ,?Peritoneum, Site of metastases,15,0,2,No,1:No,1:No,,0.99
1423,2361378,Table 1,BaselineCharacteristic,x (xx),n (%) ; ,?Peritoneum, Site of metastases,15,1,3,No,1:No,1:No,,0.681
1423,2361378,Table 1,BaselineCharacteristic,Number of metastatic lesions,Characteristic ; ,None,None,16,0,24,No,1:No,1:No,,0.985
1423,2361378,Table 1,BaselineCharacteristic,Number of metastatic lesions,n (%) ; ,Number of metastatic lesions,None,16,1,43,No,1:No,1:No,,0.859
1423,2361378,Table 1,BaselineCharacteristic,?x,Characteristic ; ,?x, Number of metastatic lesions,17,0,2,No,1:No,1:No,,0.974
1423,2361378,Table 1,BaselineCharacteristic,x (x),n (%) ; ,?x, Number of metastatic lesions,17,1,3,No,1:No,1:No,,0.826
1423,2361378,Table 1,BaselineCharacteristic,?x–x,Characteristic ; ,?x–x, Number of metastatic lesions,18,0,2,No,1:No,1:No,,0.99
1423,2361378,Table 1,BaselineCharacteristic,xx (xx),n (%) ; ,?x–x, Number of metastatic lesions,18,1,3,No,1:No,1:No,,0.741
1423,2361378,Table 1,BaselineCharacteristic,?>x,Characteristic ; ,?>x, Number of metastatic lesions,19,0,2,No,1:No,1:No,,0.99
1423,2361378,Table 1,BaselineCharacteristic,xx (xx),n (%) ; ,?>x, Number of metastatic lesions,19,1,3,No,1:No,1:No,,0.731
1423,2361378,Table 1,BaselineCharacteristic,Prior therapy,Characteristic ; ,None,None,20,0,24,No,1:No,1:No,,0.985
1423,2361378,Table 1,BaselineCharacteristic,Prior therapy,n (%) ; ,Prior therapy,None,20,1,43,No,1:No,1:No,,0.859
1423,2361378,Table 1,BaselineCharacteristic,?Prior pancreatic surgery,Characteristic ; ,?Prior pancreatic surgery, Prior therapy,21,0,2,No,1:No,1:No,,1
1423,2361378,Table 1,BaselineCharacteristic,xx (xx),n (%) ; ,?Prior pancreatic surgery, Prior therapy,21,1,3,No,1:No,1:No,,0.727
1423,2361378,Table 1,BaselineCharacteristic,?Prior radiotherapy,Characteristic ; ,?Prior radiotherapy, Prior therapy,22,0,2,No,1:No,1:No,,1
1423,2361378,Table 1,BaselineCharacteristic,xx (xx),n (%) ; ,?Prior radiotherapy, Prior therapy,22,1,3,No,1:No,1:No,,0.727
1423,2361378,Table 1,BaselineCharacteristic,Prior chemotherapy lines,Characteristic ; ,None,None,23,0,24,No,1:No,1:No,,0.995
1423,2361378,Table 1,BaselineCharacteristic,Prior chemotherapy lines,n (%) ; ,Prior chemotherapy lines,None,23,1,43,No,1:No,1:No,,0.899
1423,2361378,Table 1,BaselineCharacteristic,?n=x,Characteristic ; ,?n=x, Prior chemotherapy lines,24,0,2,No,1:No,1:No,,1
1423,2361378,Table 1,BaselineCharacteristic,xx (xx)*,n (%) ; ,?n=x, Prior chemotherapy lines,24,1,3,No,1:No,1:No,,0.801
1423,2361378,Table 1,BaselineCharacteristic,?n>x,Characteristic ; ,?n>x, Prior chemotherapy lines,25,0,2,No,1:No,1:No,,1
1423,2361378,Table 1,BaselineCharacteristic,x (xx),n (%) ; ,?n>x, Prior chemotherapy lines,25,1,3,No,1:No,1:No,,0.761
1423,2361378,Table 1,BaselineCharacteristic,?*Gemcitabine alone,Characteristic ; ,?*Gemcitabine alone, Prior chemotherapy lines,26,0,2,No,1:No,1:No,,1
1423,2361378,Table 1,BaselineCharacteristic,xx (xx),n (%) ; ,?*Gemcitabine alone, Prior chemotherapy lines,26,1,3,No,1:No,1:No,,0.791
1423,2361378,Table 1,BaselineCharacteristic,?*Combination,Characteristic ; ,?*Combination, Prior chemotherapy lines,27,0,2,No,1:No,1:No,,1
1423,2361378,Table 1,BaselineCharacteristic,xx (xx),n (%) ; ,?*Combination, Prior chemotherapy lines,27,1,3,No,1:No,1:No,,0.791
1446,2361514,Table 2,BaselineCharacteristic,,,None,None,0,0,12,No,1:No,1:No,,0.905
1446,2361514,Table 2,BaselineCharacteristic,n,,,None,0,1,1,No,1:No,1:No,,0.714
1446,2361514,Table 2,BaselineCharacteristic,Gender, ; ,None,None,1,0,24,No,1:No,1:No,,0.897
1446,2361514,Table 2,BaselineCharacteristic,Gender,n ; ,Gender,None,1,1,43,No,1:No,1:No,,0.735
1446,2361514,Table 2,BaselineCharacteristic,?Male, ; ,?Male, Gender,2,0,2,No,1:No,1:No,,0.95
1446,2361514,Table 2,BaselineCharacteristic,xx,n ; ,?Male, Gender,2,1,3,No,1:No,1:No,,0.506
1446,2361514,Table 2,BaselineCharacteristic,?Female, ; ,?Female, Gender,3,0,2,No,1:No,1:No,,0.96
1446,2361514,Table 2,BaselineCharacteristic,xx,n ; ,?Female, Gender,3,1,3,No,1:No,1:No,,0.526
1446,2361514,Table 2,BaselineCharacteristic,, ; ,None,None,4,0,2,No,1:No,1:No,,0.97
1446,2361514,Table 2,BaselineCharacteristic,,n ; ,None,None,4,1,3,No,1:No,1:No,,0.716
1446,2361514,Table 2,BaselineCharacteristic,Age, ; ,None,None,5,0,24,No,1:No,1:No,,0.929
1446,2361514,Table 2,BaselineCharacteristic,Age,n ; ,Age,None,5,1,43,No,1:No,1:No,,0.775
1446,2361514,Table 2,BaselineCharacteristic,?Median (years), ; ,?Median (years), Age,6,0,2,No,1:No,1:No,,0.67
1446,2361514,Table 2,BaselineCharacteristic,?Range (years), ; ,?Range (years), Age,7,0,2,No,1:No,1:No,,0.67
1446,2361514,Table 2,BaselineCharacteristic,, ; ,None,None,8,0,2,No,1:No,1:No,,0.99
1446,2361514,Table 2,BaselineCharacteristic,,n ; ,None,None,8,1,3,No,1:No,1:No,,0.826
1446,2361514,Table 2,BaselineCharacteristic,Race, ; ,None,None,9,0,24,No,1:No,1:No,,0.984
1446,2361514,Table 2,BaselineCharacteristic,Race,n ; ,Race,None,9,1,43,No,1:No,1:No,,0.875
1446,2361514,Table 2,BaselineCharacteristic,?White, ; ,?White, Race,10,0,2,No,1:No,1:No,,1
1446,2361514,Table 2,BaselineCharacteristic,xx,n ; ,?White, Race,10,1,3,No,1:No,1:No,,0.786
1446,2361514,Table 2,BaselineCharacteristic,?Black, ; ,?Black, Race,11,0,2,No,1:No,1:No,,1
1446,2361514,Table 2,BaselineCharacteristic,x,n ; ,?Black, Race,11,1,3,No,1:No,1:No,,0.876
1446,2361514,Table 2,BaselineCharacteristic,, ; ,None,None,12,0,2,No,1:No,1:No,,1
1446,2361514,Table 2,BaselineCharacteristic,,n ; ,None,None,12,1,3,No,1:No,1:No,,0.856
1446,2361514,Table 2,BaselineCharacteristic,No. of cycles of tipifarnib+gemcitabine and cisplatin, ; ,None,None,13,0,24,No,1:No,1:No,,0.985
1446,2361514,Table 2,BaselineCharacteristic,No. of cycles of tipifarnib+gemcitabine and cisplatin,n ; ,No. of cycles of tipifarnib+gemcitabine and cisplatin,None,13,1,43,No,1:No,1:No,,0.885
1446,2361514,Table 2,BaselineCharacteristic,?x–x, ; ,?x–x, No. of cycles of tipifarnib+gemcitabine and cisplatin,14,0,2,No,1:No,1:No,,0.99
1446,2361514,Table 2,BaselineCharacteristic,xx,n ; ,?x–x, No. of cycles of tipifarnib+gemcitabine and cisplatin,14,1,3,No,1:No,1:No,,0.821
1446,2361514,Table 2,BaselineCharacteristic,?x–x, ; ,?x–x, No. of cycles of tipifarnib+gemcitabine and cisplatin,15,0,2,No,1:No,1:No,,0.99
1446,2361514,Table 2,BaselineCharacteristic,x,n ; ,?x–x, No. of cycles of tipifarnib+gemcitabine and cisplatin,15,1,3,No,1:No,1:No,,0.846
1446,2361514,Table 2,BaselineCharacteristic,?x–x, ; ,?x–x, No. of cycles of tipifarnib+gemcitabine and cisplatin,16,0,2,No,1:No,1:No,,0.99
1446,2361514,Table 2,BaselineCharacteristic,x,n ; ,?x–x, No. of cycles of tipifarnib+gemcitabine and cisplatin,16,1,3,No,1:No,1:No,,0.846
1446,2361514,Table 2,BaselineCharacteristic,?x–x, ; ,?x–x, No. of cycles of tipifarnib+gemcitabine and cisplatin,17,0,2,No,1:No,1:No,,0.99
1446,2361514,Table 2,BaselineCharacteristic,x,n ; ,?x–x, No. of cycles of tipifarnib+gemcitabine and cisplatin,17,1,3,No,1:No,1:No,,0.846
1446,2361514,Table 2,BaselineCharacteristic,?>x, ; ,?>x, No. of cycles of tipifarnib+gemcitabine and cisplatin,18,0,2,No,1:No,1:No,,0.99
1446,2361514,Table 2,BaselineCharacteristic,x,n ; ,?>x, No. of cycles of tipifarnib+gemcitabine and cisplatin,18,1,3,No,1:No,1:No,,0.846
1446,2361514,Table 2,BaselineCharacteristic,, ; ,None,None,19,0,2,No,1:No,1:No,,0.99
1446,2361514,Table 2,BaselineCharacteristic,,n ; ,None,None,19,1,3,No,1:No,1:No,,0.836
1446,2361514,Table 2,BaselineCharacteristic,Tumour types, ; ,None,None,20,0,24,No,1:No,1:No,,0.985
1446,2361514,Table 2,BaselineCharacteristic,Tumour types,n ; ,Tumour types,None,20,1,43,No,1:No,1:No,,0.875
1446,2361514,Table 2,BaselineCharacteristic,?Pancreatic, ; ,?Pancreatic, Tumour types,21,0,2,No,1:No,1:No,,0.99
1446,2361514,Table 2,BaselineCharacteristic,x,n ; ,?Pancreatic, Tumour types,21,1,3,No,1:No,1:No,,0.856
1446,2361514,Table 2,BaselineCharacteristic,?ACUP (adenocarcinoma of unknown primary), ; ,?ACUP (adenocarcinoma of unknown primary), Tumour types,22,0,2,No,1:No,1:No,,1
1446,2361514,Table 2,BaselineCharacteristic,x,n ; ,?ACUP (adenocarcinoma of unknown primary), Tumour types,22,1,3,No,1:No,1:No,,0.886
1446,2361514,Table 2,BaselineCharacteristic,?Ovary, ; ,?Ovary, Tumour types,23,0,2,No,1:No,1:No,,1
1446,2361514,Table 2,BaselineCharacteristic,x,n ; ,?Ovary, Tumour types,23,1,3,No,1:No,1:No,,0.866
1446,2361514,Table 2,BaselineCharacteristic,?Colorectal, ; ,?Colorectal, Tumour types,24,0,2,No,1:No,1:No,,1
1446,2361514,Table 2,BaselineCharacteristic,x,n ; ,?Colorectal, Tumour types,24,1,3,No,1:No,1:No,,0.866
1446,2361514,Table 2,BaselineCharacteristic,?Gastric, ; ,?Gastric, Tumour types,25,0,2,No,1:No,1:No,,1
1446,2361514,Table 2,BaselineCharacteristic,x,n ; ,?Gastric, Tumour types,25,1,3,No,1:No,1:No,,0.866
1446,2361514,Table 2,BaselineCharacteristic,?Anal canal, ; ,?Anal canal, Tumour types,26,0,2,No,1:No,1:No,,1
1446,2361514,Table 2,BaselineCharacteristic,x,n ; ,?Anal canal, Tumour types,26,1,3,No,1:No,1:No,,0.866
1446,2361514,Table 2,BaselineCharacteristic,?Bile duct carcinoma, ; ,?Bile duct carcinoma, Tumour types,27,0,2,No,1:No,1:No,,1
1446,2361514,Table 2,BaselineCharacteristic,x,n ; ,?Bile duct carcinoma, Tumour types,27,1,3,No,1:No,1:No,,0.866
1446,2361514,Table 2,BaselineCharacteristic,?Head and neck, ; ,?Head and neck, Tumour types,28,0,2,No,1:No,1:No,,1
1446,2361514,Table 2,BaselineCharacteristic,x,n ; ,?Head and neck, Tumour types,28,1,3,No,1:No,1:No,,0.866
1446,2361514,Table 2,BaselineCharacteristic,?Mesothelioma, ; ,?Mesothelioma, Tumour types,29,0,2,No,1:No,1:No,,1
1446,2361514,Table 2,BaselineCharacteristic,x,n ; ,?Mesothelioma, Tumour types,29,1,3,No,1:No,1:No,,0.866
1446,2361514,Table 2,BaselineCharacteristic,?Sarcoma, ; ,?Sarcoma, Tumour types,30,0,2,No,1:No,1:No,,1
1446,2361514,Table 2,BaselineCharacteristic,x,n ; ,?Sarcoma, Tumour types,30,1,3,No,1:No,1:No,,0.866
1446,2361514,Table 2,BaselineCharacteristic,?Oesophagus, ; ,?Oesophagus, Tumour types,31,0,2,No,1:No,1:No,,1
1446,2361514,Table 2,BaselineCharacteristic,x,n ; ,?Oesophagus, Tumour types,31,1,3,No,1:No,1:No,,0.866
1446,2361514,Table 2,BaselineCharacteristic,, ; ,None,None,32,0,2,No,1:No,1:No,,1
1446,2361514,Table 2,BaselineCharacteristic,,n ; ,None,None,32,1,3,No,1:No,1:No,,0.846
1446,2361514,Table 2,BaselineCharacteristic,Performance status, ; ,None,None,33,0,24,No,1:No,1:No,,0.995
1446,2361514,Table 2,BaselineCharacteristic,Performance status,n ; ,Performance status,None,33,1,43,No,1:No,1:No,,0.896
