@relation learnngCellDatasetGender

@attribute ArticleId numeric
@attribute PMCid numeric
@attribute TableName String
@attribute SpecPragmatics {BaselineCharacteristic}
@attribute CellContent String
@attribute Header String
@attribute Stub String
@attribute SuperRow String
@attribute rowN numeric
@attribute columnN numeric
@attribute function numeric
@attribute hasGender {no,yes}

@data
2811,2758901,'Table 1',BaselineCharacteristic,x,'Gefitinib ; \% ;  ;  ;  ; ','?Large cell',?,35,2,?,no
2811,2758901,'Table 1',BaselineCharacteristic,x,'Erlotinib ; No ;  ; xx ;  ; ','?Large cell',?,35,3,?,no
2811,2758901,'Table 1',BaselineCharacteristic,x,'Erlotinib ; \% ;  ;  ;  ; ','?Large cell',?,35,4,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,' ;  ;  ; TOTAL ;  ; ',None,None,36,0,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Gefitinib ; No ;  ; xxx ;  ; ',None,None,36,1,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Gefitinib ; \% ;  ;  ;  ; ',None,None,36,2,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Erlotinib ; No ;  ; xx ;  ; ',None,None,36,3,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Erlotinib ; \% ;  ;  ;  ; ',None,None,36,4,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?Mixed,' ;  ;  ; TOTAL ;  ; ',?Mixed,?,37,0,?,no
2811,2758901,'Table 1',BaselineCharacteristic,x,'Gefitinib ; No ;  ; xxx ;  ; ',?Mixed,?,37,1,?,no
2811,2758901,'Table 1',BaselineCharacteristic,x,'Gefitinib ; \% ;  ;  ;  ; ',?Mixed,?,37,2,?,no
2811,2758901,'Table 1',BaselineCharacteristic,x,'Erlotinib ; No ;  ; xx ;  ; ',?Mixed,?,37,3,?,no
2811,2758901,'Table 1',BaselineCharacteristic,x,'Erlotinib ; \% ;  ;  ;  ; ',?Mixed,?,37,4,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,' ;  ;  ; TOTAL ;  ; ',None,None,38,0,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Gefitinib ; No ;  ; xxx ;  ; ',None,None,38,1,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Gefitinib ; \% ;  ;  ;  ; ',None,None,38,2,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Erlotinib ; No ;  ; xx ;  ; ',None,None,38,3,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Erlotinib ; \% ;  ;  ;  ; ',None,None,38,4,?,no
2811,2758901,'Table 1',BaselineCharacteristic,'?NSC not further specified',' ;  ;  ; TOTAL ;  ; ','?NSC not further specified',?,39,0,?,no
2811,2758901,'Table 1',BaselineCharacteristic,xx,'Gefitinib ; No ;  ; xxx ;  ; ','?NSC not further specified',?,39,1,?,no
2811,2758901,'Table 1',BaselineCharacteristic,xx,'Gefitinib ; \% ;  ;  ;  ; ','?NSC not further specified',?,39,2,?,no
2811,2758901,'Table 1',BaselineCharacteristic,xx,'Erlotinib ; No ;  ; xx ;  ; ','?NSC not further specified',?,39,3,?,no
2811,2758901,'Table 1',BaselineCharacteristic,xx,'Erlotinib ; \% ;  ;  ;  ; ','?NSC not further specified',?,39,4,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,' ;  ;  ; TOTAL ;  ; ',None,None,40,0,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Gefitinib ; No ;  ; xxx ;  ; ',None,None,40,1,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Gefitinib ; \% ;  ;  ;  ; ',None,None,40,2,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Erlotinib ; No ;  ; xx ;  ; ',None,None,40,3,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Erlotinib ; \% ;  ;  ;  ; ',None,None,40,4,?,no
2811,2758901,'Table 1',BaselineCharacteristic,'Avg. ECOG',' ;  ;  ; TOTAL ;  ; ','Avg. ECOG',?,41,0,?,no
2811,2758901,'Table 1',BaselineCharacteristic,x.xx,'Gefitinib ; No ;  ; xxx ;  ; ','Avg. ECOG',?,41,1,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Gefitinib ; \% ;  ;  ;  ; ','Avg. ECOG',?,41,2,?,no
2811,2758901,'Table 1',BaselineCharacteristic,x.xx,'Erlotinib ; No ;  ; xx ;  ; ','Avg. ECOG',?,41,3,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Erlotinib ; \% ;  ;  ;  ; ','Avg. ECOG',?,41,4,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,' ;  ;  ; TOTAL ;  ; ',None,None,42,0,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Gefitinib ; No ;  ; xxx ;  ; ',None,None,42,1,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Gefitinib ; \% ;  ;  ;  ; ',None,None,42,2,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Erlotinib ; No ;  ; xx ;  ; ',None,None,42,3,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Erlotinib ; \% ;  ;  ;  ; ',None,None,42,4,?,no
2811,2758901,'Table 1',BaselineCharacteristic,'Avg. previous lines of chemo',' ;  ;  ; TOTAL ;  ; ','Avg. previous lines of chemo',?,43,0,?,no
2811,2758901,'Table 1',BaselineCharacteristic,x.xx,'Gefitinib ; No ;  ; xxx ;  ; ','Avg. previous lines of chemo',?,43,1,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Gefitinib ; \% ;  ;  ;  ; ','Avg. previous lines of chemo',?,43,2,?,no
2811,2758901,'Table 1',BaselineCharacteristic,x.xx,'Erlotinib ; No ;  ; xx ;  ; ','Avg. previous lines of chemo',?,43,3,?,no
2811,2758901,'Table 1',BaselineCharacteristic,?,'Erlotinib ; \% ;  ;  ;  ; ','Avg. previous lines of chemo',?,43,4,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,?,None,None,0,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,Males,?,None,None,0,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,Females,?,None,None,0,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,P*,?,None,None,0,3,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,' ; ',None,None,1,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'(n = xx)','Males ; ',None,None,1,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'(n = xx)','Females ; ',None,None,1,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'P* ; ',None,None,1,3,?,no
2834,2765955,'Table 1',BaselineCharacteristic,Age,' ;  ; ',None,None,2,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'xx.x (xx.x)','Males ; (n = xx) ; ',None,None,2,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'xx.x (x.x)','Females ; (n = xx) ; ',None,None,2,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,x.x,'P* ;  ; ',None,None,2,3,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,' ;  ; Age ; ',None,None,3,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'Males ; (n = xx) ; xx.x (xx.x) ; ',None,None,3,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'Females ; (n = xx) ; xx.x (x.x) ; ',None,None,3,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'P* ;  ; x.x ; ',None,None,3,3,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'Height (m)',' ;  ; Age ;  ; ',None,None,4,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'x.xx (x.x)','Males ; (n = xx) ; xx.x (xx.x) ;  ; ',None,None,4,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'x.xx (x.x)','Females ; (n = xx) ; xx.x (x.x) ;  ; ',None,None,4,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,<x.xxx,'P* ;  ; x.x ;  ; ',None,None,4,3,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,' ;  ; Age ;  ; Height (m) ; ',None,None,5,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'Males ; (n = xx) ; xx.x (xx.x) ;  ; x.xx (x.x) ; ',None,None,5,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'Females ; (n = xx) ; xx.x (x.x) ;  ; x.xx (x.x) ; ',None,None,5,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'P* ;  ; x.x ;  ; <x.xxx ; ',None,None,5,3,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'Weight (kg)',' ;  ; Age ;  ; Height (m) ;  ; ',None,None,6,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'xx.x (xx.x)','Males ; (n = xx) ; xx.x (xx.x) ;  ; x.xx (x.x) ;  ; ',None,None,6,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'xx.x (xx.x)','Females ; (n = xx) ; xx.x (x.x) ;  ; x.xx (x.x) ;  ; ',None,None,6,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,<x.xxx,'P* ;  ; x.x ;  ; <x.xxx ;  ; ',None,None,6,3,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,' ;  ; Age ;  ; Height (m) ;  ; Weight (kg) ; ',None,None,7,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'Males ; (n = xx) ; xx.x (xx.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ; ',None,None,7,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'Females ; (n = xx) ; xx.x (x.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ; ',None,None,7,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'P* ;  ; x.x ;  ; <x.xxx ;  ; <x.xxx ; ',None,None,7,3,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'BMI (kg/mx)',' ;  ; Age ;  ; Height (m) ;  ; Weight (kg) ;  ; ',None,None,8,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'xx.x (x.x)','Males ; (n = xx) ; xx.x (xx.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; ',None,None,8,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'xx.x (x.x)','Females ; (n = xx) ; xx.x (x.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; ',None,None,8,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,x.x,'P* ;  ; x.x ;  ; <x.xxx ;  ; <x.xxx ;  ; ',None,None,8,3,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,' ;  ; Age ;  ; Height (m) ;  ; Weight (kg) ;  ; BMI (kg/mx) ; ',None,None,9,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'Males ; (n = xx) ; xx.x (xx.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; xx.x (x.x) ; ',None,None,9,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'Females ; (n = xx) ; xx.x (x.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; xx.x (x.x) ; ',None,None,9,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'P* ;  ; x.x ;  ; <x.xxx ;  ; <x.xxx ;  ; x.x ; ',None,None,9,3,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'K&L Grade x',' ;  ; Age ;  ; Height (m) ;  ; Weight (kg) ;  ; BMI (kg/mx) ;  ; ',None,None,10,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,x,'Males ; (n = xx) ; xx.x (xx.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; xx.x (x.x) ;  ; ',None,None,10,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,xx,'Females ; (n = xx) ; xx.x (x.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; xx.x (x.x) ;  ; ',None,None,10,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'P* ;  ; x.x ;  ; <x.xxx ;  ; <x.xxx ;  ; x.x ;  ; ',None,None,10,3,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,' ;  ; Age ;  ; Height (m) ;  ; Weight (kg) ;  ; BMI (kg/mx) ;  ; K&L Grade x ; ',None,None,11,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'Males ; (n = xx) ; xx.x (xx.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; xx.x (x.x) ;  ; x ; ',None,None,11,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'Females ; (n = xx) ; xx.x (x.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; xx.x (x.x) ;  ; xx ; ',None,None,11,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'P* ;  ; x.x ;  ; <x.xxx ;  ; <x.xxx ;  ; x.x ;  ;  ; ',None,None,11,3,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'K&L Grade x',' ;  ; Age ;  ; Height (m) ;  ; Weight (kg) ;  ; BMI (kg/mx) ;  ; K&L Grade x ;  ; ',None,None,12,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,x,'Males ; (n = xx) ; xx.x (xx.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; xx.x (x.x) ;  ; x ;  ; ',None,None,12,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,xx,'Females ; (n = xx) ; xx.x (x.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; xx.x (x.x) ;  ; xx ;  ; ',None,None,12,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'P* ;  ; x.x ;  ; <x.xxx ;  ; <x.xxx ;  ; x.x ;  ;  ;  ; ',None,None,12,3,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,' ;  ; Age ;  ; Height (m) ;  ; Weight (kg) ;  ; BMI (kg/mx) ;  ; K&L Grade x ;  ; K&L Grade x ; ',None,None,13,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'Males ; (n = xx) ; xx.x (xx.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; xx.x (x.x) ;  ; x ;  ; x ; ',None,None,13,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'Females ; (n = xx) ; xx.x (x.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; xx.x (x.x) ;  ; xx ;  ; xx ; ',None,None,13,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'P* ;  ; x.x ;  ; <x.xxx ;  ; <x.xxx ;  ; x.x ;  ;  ;  ;  ; ',None,None,13,3,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'K&L Grade x',' ;  ; Age ;  ; Height (m) ;  ; Weight (kg) ;  ; BMI (kg/mx) ;  ; K&L Grade x ;  ; K&L Grade x ;  ; ',None,None,14,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,xx,'Males ; (n = xx) ; xx.x (xx.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; xx.x (x.x) ;  ; x ;  ; x ;  ; ',None,None,14,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,xx,'Females ; (n = xx) ; xx.x (x.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; xx.x (x.x) ;  ; xx ;  ; xx ;  ; ',None,None,14,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'P* ;  ; x.x ;  ; <x.xxx ;  ; <x.xxx ;  ; x.x ;  ;  ;  ;  ;  ; ',None,None,14,3,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,' ;  ; Age ;  ; Height (m) ;  ; Weight (kg) ;  ; BMI (kg/mx) ;  ; K&L Grade x ;  ; K&L Grade x ;  ; K&L Grade x ; ',None,None,15,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'Males ; (n = xx) ; xx.x (xx.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; xx.x (x.x) ;  ; x ;  ; x ;  ; xx ; ',None,None,15,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'Females ; (n = xx) ; xx.x (x.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; xx.x (x.x) ;  ; xx ;  ; xx ;  ; xx ; ',None,None,15,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,?,'P* ;  ; x.x ;  ; <x.xxx ;  ; <x.xxx ;  ; x.x ;  ;  ;  ;  ;  ;  ; ',None,None,15,3,?,no
2834,2765955,'Table 1',BaselineCharacteristic,'K&L Grade x',' ;  ; Age ;  ; Height (m) ;  ; Weight (kg) ;  ; BMI (kg/mx) ;  ; K&L Grade x ;  ; K&L Grade x ;  ; K&L Grade x ;  ; ','K&L Grade x',?,16,0,?,no
2834,2765955,'Table 1',BaselineCharacteristic,xx,'Males ; (n = xx) ; xx.x (xx.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; xx.x (x.x) ;  ; x ;  ; x ;  ; xx ;  ; ','K&L Grade x',?,16,1,?,no
2834,2765955,'Table 1',BaselineCharacteristic,xx,'Females ; (n = xx) ; xx.x (x.x) ;  ; x.xx (x.x) ;  ; xx.x (xx.x) ;  ; xx.x (x.x) ;  ; xx ;  ; xx ;  ; xx ;  ; ','K&L Grade x',?,16,2,?,no
2834,2765955,'Table 1',BaselineCharacteristic,x.xx,'P* ;  ; x.x ;  ; <x.xxx ;  ; <x.xxx ;  ; x.x ;  ;  ;  ;  ;  ;  ;  ; ','K&L Grade x',?,16,3,?,no
2864,2774660,'Table 1',BaselineCharacteristic,?,?,None,None,0,0,12,no
2864,2774660,'Table 1',BaselineCharacteristic,Total,?,?,None,0,1,1,no
2864,2774660,'Table 1',BaselineCharacteristic,'Phase x - treatment',?,?,None,0,2,1,no
2864,2774660,'Table 1',BaselineCharacteristic,'Phase x - placebo',?,?,None,0,3,1,no
2864,2774660,'Table 1',BaselineCharacteristic,'Total Participants',' ; ','Total Participants',None,1,0,2,no
2864,2774660,'Table 1',BaselineCharacteristic,xx,'Total ; ','Total Participants',None,1,1,3,no
2864,2774660,'Table 1',BaselineCharacteristic,xx,'Phase x - treatment ; ','Total Participants',None,1,2,3,no
2864,2774660,'Table 1',BaselineCharacteristic,xx,'Phase x - placebo ; ','Total Participants',None,1,3,3,no
2864,2774660,'Table 1',BaselineCharacteristic,Male,' ; ',Male,None,2,0,2,no
2864,2774660,'Table 1',BaselineCharacteristic,xx,'Total ; ',Male,None,2,1,3,yes
2864,2774660,'Table 1',BaselineCharacteristic,xx,'Phase x - treatment ; ',Male,None,2,2,3,yes
2864,2774660,'Table 1',BaselineCharacteristic,xx,'Phase x - placebo ; ',Male,None,2,3,3,yes
2864,2774660,'Table 1',BaselineCharacteristic,Female,' ; ',Female,None,3,0,2,no
2864,2774660,'Table 1',BaselineCharacteristic,x,'Total ; ',Female,None,3,1,3,yes
2864,2774660,'Table 1',BaselineCharacteristic,x,'Phase x - treatment ; ',Female,None,3,2,3,yes
2864,2774660,'Table 1',BaselineCharacteristic,x,'Phase x - placebo ; ',Female,None,3,3,3,yes
2864,2774660,'Table 1',BaselineCharacteristic,'Age (years)',' ; ','Age (years)',None,4,0,2,no
2864,2774660,'Table 1',BaselineCharacteristic,x.x,'Total ; ','Age (years)',None,4,1,3,no
2864,2774660,'Table 1',BaselineCharacteristic,x.x,'Phase x - treatment ; ','Age (years)',None,4,2,3,no
2864,2774660,'Table 1',BaselineCharacteristic,x.x,'Phase x - placebo ; ','Age (years)',None,4,3,3,no
2864,2774660,'Table 1',BaselineCharacteristic,Diagnosis,' ; ',Diagnosis,None,5,0,2,no
2864,2774660,'Table 1',BaselineCharacteristic,'xx\% autism, x\% PDD/NOS, x\% Asperger\'s','Total ; ',Diagnosis,None,5,1,3,no
2864,2774660,'Table 1',BaselineCharacteristic,'xx\% Autism, x\% Aspergers','Phase x - treatment ; ',Diagnosis,None,5,2,3,no
2864,2774660,'Table 1',BaselineCharacteristic,'xxx\% Autism','Phase x - placebo ; ',Diagnosis,None,5,3,3,no
3023,2816665,'Table 1',BaselineCharacteristic,?,?,None,None,0,0,12,no
3023,2816665,'Table 1',BaselineCharacteristic,'All patients',?,?,None,0,1,1,no
3023,2816665,'Table 1',BaselineCharacteristic,'Subgroup A',?,?,None,0,2,1,no
3023,2816665,'Table 1',BaselineCharacteristic,'Subgroup B',?,?,None,0,3,1,no
3023,2816665,'Table 1',BaselineCharacteristic,'Subgroup C',?,?,None,0,4,1,no
3023,2816665,'Table 1',BaselineCharacteristic,'Patient number',' ; ','Patient number',None,1,0,2,no
3023,2816665,'Table 1',BaselineCharacteristic,xxx,'All patients ; ','Patient number',None,1,1,3,no
3023,2816665,'Table 1',BaselineCharacteristic,xx,'Subgroup A ; ','Patient number',None,1,2,3,no
3023,2816665,'Table 1',BaselineCharacteristic,xx,'Subgroup B ; ','Patient number',None,1,3,3,no
3023,2816665,'Table 1',BaselineCharacteristic,xx,'Subgroup C ; ','Patient number',None,1,4,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'Median age (range)',' ; ','Median age (range)',None,2,0,2,no
3023,2816665,'Table 1',BaselineCharacteristic,'xx (xx–xx)','All patients ; ','Median age (range)',None,2,1,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'xx (xx–xx)','Subgroup A ; ','Median age (range)',None,2,2,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'xx (xx–xx)','Subgroup B ; ','Median age (range)',None,2,3,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'xx (xx–xx)','Subgroup C ; ','Median age (range)',None,2,4,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'Male (\%)',' ; ','Male (\%)',None,3,0,2,no
3023,2816665,'Table 1',BaselineCharacteristic,'xx (xx)','All patients ; ','Male (\%)',None,3,1,3,yes
3023,2816665,'Table 1',BaselineCharacteristic,'xx (xx)','Subgroup A ; ','Male (\%)',None,3,2,3,yes
3023,2816665,'Table 1',BaselineCharacteristic,'xx (xx)','Subgroup B ; ','Male (\%)',None,3,3,3,yes
3023,2816665,'Table 1',BaselineCharacteristic,'xx (xx)','Subgroup C ; ','Male (\%)',None,3,4,3,yes
3023,2816665,'Table 1',BaselineCharacteristic,'PS x (\%)',' ; ','PS x (\%)',None,4,0,2,no
3023,2816665,'Table 1',BaselineCharacteristic,'xx (x)','All patients ; ','PS x (\%)',None,4,1,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'x (xx)','Subgroup A ; ','PS x (\%)',None,4,2,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'x (x)','Subgroup B ; ','PS x (\%)',None,4,3,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'x (x)','Subgroup C ; ','PS x (\%)',None,4,4,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'Primary in-situ at study entry',' ; ','Primary in-situ at study entry',None,5,0,2,no
3023,2816665,'Table 1',BaselineCharacteristic,?,'All patients ; ','Primary in-situ at study entry',None,5,1,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'xx\%','Subgroup A ; ','Primary in-situ at study entry',None,5,2,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'xx\%','Subgroup B ; ','Primary in-situ at study entry',None,5,3,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'xx\%','Subgroup C ; ','Primary in-situ at study entry',None,5,4,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'Metachronous presentation of >xx months',' ; ','Metachronous presentation of >xx months',None,6,0,2,no
3023,2816665,'Table 1',BaselineCharacteristic,?,'All patients ; ','Metachronous presentation of >xx months',None,6,1,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'xx\%','Subgroup A ; ','Metachronous presentation of >xx months',None,6,2,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'x\%','Subgroup B ; ','Metachronous presentation of >xx months',None,6,3,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'xx\%','Subgroup C ; ','Metachronous presentation of >xx months',None,6,4,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'aSynchronous presentation',' ; ','aSynchronous presentation',None,7,0,2,no
3023,2816665,'Table 1',BaselineCharacteristic,?,'All patients ; ','aSynchronous presentation',None,7,1,3,no
3023,2816665,'Table 1',BaselineCharacteristic,?,'Subgroup A ; ','aSynchronous presentation',None,7,2,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'xx\%','Subgroup B ; ','aSynchronous presentation',None,7,3,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'xx\%','Subgroup C ; ','aSynchronous presentation',None,7,4,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'Median number of liver deposits (range)',' ; ','Median number of liver deposits (range)',None,8,0,2,no
3023,2816665,'Table 1',BaselineCharacteristic,?,'All patients ; ','Median number of liver deposits (range)',None,8,1,3,no
3023,2816665,'Table 1',BaselineCharacteristic,?,'Subgroup A ; ','Median number of liver deposits (range)',None,8,2,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'x (x–xx)','Subgroup B ; ','Median number of liver deposits (range)',None,8,3,3,no
3023,2816665,'Table 1',BaselineCharacteristic,'x (x–x)','Subgroup C ; ','Median number of liver deposits (range)',None,8,4,3,no
3030,2820141,'Table 5',BaselineCharacteristic,?,?,None,None,0,0,12,no
3030,2820141,'Table 5',BaselineCharacteristic,?,?,?,None,0,1,1,no
3030,2820141,'Table 5',BaselineCharacteristic,'Event-free Survival ± SE (\%)',?,?,None,0,2,1,no
3030,2820141,'Table 5',BaselineCharacteristic,'Event-free Survival ± SE (\%)',?,?,None,0,3,1,no
3030,2820141,'Table 5',BaselineCharacteristic,'Event-free Survival ± SE (\%)',?,?,None,0,4,1,no
3030,2820141,'Table 5',BaselineCharacteristic,'Event-free Survival ± SE (\%)',?,?,None,0,5,1,no
3030,2820141,'Table 5',BaselineCharacteristic,'Overall Survival ± SE (\%)',?,?,None,0,6,1,no
3030,2820141,'Table 5',BaselineCharacteristic,'Overall Survival ± SE (\%)',?,?,None,0,7,1,no
3030,2820141,'Table 5',BaselineCharacteristic,'Overall Survival ± SE (\%)',?,?,None,0,8,1,no
3030,2820141,'Table 5',BaselineCharacteristic,'Overall Survival ± SE (\%)',?,?,None,0,9,1,no
3030,2820141,'Table 5',BaselineCharacteristic,?,' ; ',None,None,1,0,12,no
3030,2820141,'Table 5',BaselineCharacteristic,?,' ; ',?,None,1,1,1,no
3030,2820141,'Table 5',BaselineCharacteristic,?,'Event-free Survival ± SE (\%) ; ',?,None,1,2,1,no
3030,2820141,'Table 5',BaselineCharacteristic,?,'Event-free Survival ± SE (\%) ; ',?,None,1,3,1,no
3030,2820141,'Table 5',BaselineCharacteristic,?,'Event-free Survival ± SE (\%) ; ',?,None,1,4,1,no
3030,2820141,'Table 5',BaselineCharacteristic,?,'Event-free Survival ± SE (\%) ; ',?,None,1,5,1,no
3030,2820141,'Table 5',BaselineCharacteristic,?,'Overall Survival ± SE (\%) ; ',?,None,1,6,1,no
3030,2820141,'Table 5',BaselineCharacteristic,?,'Overall Survival ± SE (\%) ; ',?,None,1,7,1,no
3030,2820141,'Table 5',BaselineCharacteristic,?,'Overall Survival ± SE (\%) ; ',?,None,1,8,1,no
3030,2820141,'Table 5',BaselineCharacteristic,?,'Overall Survival ± SE (\%) ; ',?,None,1,9,1,no
3030,2820141,'Table 5',BaselineCharacteristic,Protocol,' ;  ; ',None,None,2,0,12,no
3030,2820141,'Table 5',BaselineCharacteristic,N,' ;  ; ',Protocol,None,2,1,1,no
