ArticleId,PMCid,TableName,SpecPragmatics,CellContent,Header,Stub,SuperRow,rowN,columnN,function,hasValue
3030,2820141,Table 8,BaselineCharacteristic,xxx, ;  ; N ; ,, Sex,15,1,3,no
5267,3407730,Table 2,BaselineCharacteristic,??Male?,Variable ; ,??Male?," Sex, n (%) ",3,0,2,no
3030,2820141,Table 8,BaselineCharacteristic,xx.x ± x.x,Overall Survival ± SE (%) ;  ; xx-yr OS ; ,, MRD Day xx**,47,6,3,no
6405,420259,Table 2,BaselineCharacteristic,"SD (x.x,x)",Cell inhomogeneity ; ,group x vs group x,None,13,3,3,no
2269,2551676,TABLE 3,BaselineCharacteristic,xx,Baseline insulin requirement (IU/day) ; Baseline insulin requirement (IU/day) ; ,x,None,7,1,3,no
2478,2656521,Table 1,BaselineCharacteristic,xxx.x ± xx.x,Diffuse Steatosis(n xx) ; ,Cholesterol (mg\dl),None,6,2,3,no
5842,3519573,Table 2,BaselineCharacteristic,"Person responsible for giving the shot, n (%)", ; ,"Person responsible for giving the shot, n (%)",None,17,0,2,no
1504,2361889,Table 1,BaselineCharacteristic,?x,,?x, Performance statusa,6,0,2,no
4375,3195264,Table 1,BaselineCharacteristic,, ; ,, Tumors,16,0,2,no
1410,2361304,Table 2,BaselineCharacteristic,x.x,TTP ; ,xx,None,6,11,3,no
4539,3231981,Table 1,BaselineCharacteristic,"Old age, severe ischemic cardiopathy-Diastolic dysfunction","Risks factors for dialysis hypotension ; Long duration of dialysis (x years), SLE still active treated by steroïds and ciclosporin - Diastolic dysfunction ;  ; Very old age, severe ischemic cardiopathy - Diastolic dysfunction ;  ; Cardiac graft for ten years-Diastolic dysfunction ;  ; Very old age, severe ischemic cardiopathy-Diastolic dysfunction ;  ; Old age, diabetes, pace-maker, panhypotuitarism - Diastolic dvsfunction ;  ; Very old age, severe ischemic and valvular cardiopathy - Diastolic dysfunction ;  ; ",None,None,13,7,,no
3030,2820141,Table 5,BaselineCharacteristic,,Overall Survival ± SE (%) ; ,,None,1,7,1,no
2688,2718192,Table 1,BaselineCharacteristic,xx.x (x.x–xxx.x),x.xxxx mg dose ; ,"Daily caffeine intake (mean (range), mg)",,4,2,3,no
4908,3338391,Table 1,BaselineCharacteristic,xx%,Study sites ;  ; High transmission ;  ; Vohimasy ; xxx ;  ; xx.x ;  ; x.xx ;  ; xxx ;  ; xx% ;  ; ,Microscopy + (%),,15,2,,no
4958,3349177,Table 1,BaselineCharacteristic,Metastasis sites,No. of patients ; ,Metastasis sites,None,13,1,43,no
6382,394324,Table 1,BaselineCharacteristic,x/x,Relapse ; ,L. GG,None,1,6,3,no
3030,2820141,Table 7,BaselineCharacteristic,xx.x ± xx.x,Overall Survival ± SE (%) ;  ; x-yr OS ; ,, Age at Diagnosis,18,6,3,no
6405,420259,Table 3,BaselineCharacteristic,x,,Group x,,11,4,3,no
4375,3195264,Table 4,BaselineCharacteristic,BMI (kg m?x),,Patients,None,0,2,1,no
6034,3553405,Table 1,BaselineCharacteristic,Characteristics,,None,None,0,0,12,no
1291,2360092,Table 1,BaselineCharacteristic,—,First line ; ,xx,,35,5,3,no
1291,2360092,Table 1,BaselineCharacteristic,R,Failure ; ,xx,,10,9,3,no
3097,2835652,Table 1,BaselineCharacteristic,x,xx ?g ; xx ; ,?x, Prior treatment: no. of regimens,11,3,3,no
3030,2820141,Table 8,BaselineCharacteristic,, ;  ; Protocol ; ,, WBC,23,0,2,no
4539,3231981,Table 1,BaselineCharacteristic,,Duration of dialysis (years) ; x ;  ; x ; ,None,None,4,3,,no
1362,2360617,Table 1,BaselineCharacteristic,xx, ; Time from second surgery to death (wk) ; ,x,None,2,9,3,no
4428,3208500,Table 1,BaselineCharacteristic,xx,Number of patients ; ,?x, Performance status,13,1,3,no
5267,3407730,Table 2,BaselineCharacteristic,x (xx.xx),Result ; ,??Liver cancer?," Primary tumor, n (%) ",9,1,3,no
5696,3493663,Table 2,BaselineCharacteristic,x,OPS (ECOG) ; ,m,None,9,6,3,no
5569,3466131,Table 3,BaselineCharacteristic,xx.xx,SD ; ,On-treatment samples, TGF-?x(ng/mL),9,4,3,no
1410,2361304,Table 1,BaselineCharacteristic,?Liver,Parameter ; ,?Liver, Site of disease,9,0,2,no
1287,2360042,Table 1,BaselineCharacteristic,x,No ; ,?x=intermediate, Motzer risk factor,15,5,3,no
2370,2599890,Table 1,BaselineCharacteristic,xx,Age (y) ; ,xx,None,12,1,3,no
6405,420259,Table 2,BaselineCharacteristic,"SD (x,x)",Deflated cells ; ,group x vs group x,None,2,14,3,no
5383,3427446,Table 2,BaselineCharacteristic,Surgical treatment (yes/no),Characteristics ; ,Surgical treatment (yes/no),,5,0,2,no
5937,3539065,Table 3,BaselineCharacteristic,xx (xx),"Cohort x ; Lapatinib x,xxx mg + placebo ; ","Prior biologic therapy, n (%)"," Stage, n (%)",13,1,3,no
3030,2820141,Table 7,BaselineCharacteristic,,Event-free Survival ± SE (%) ;  ; xx-yr EFS ; ,T-lineage†,None,11,3,43,no
3950,3080287,Table 2,BaselineCharacteristic,tomotherapy, ; ,tomotherapy,,10,0,2,no
2207,2481444,Table 1,BaselineCharacteristic,Unknown,Causative organism ; ,x,None,1,6,3,no
3276,2894820,Table 4,BaselineCharacteristic,x.xx,p-value ; ,,,8,4,3,no
19,1090597,Table 1,BaselineCharacteristic,Length of illness (yr.), ; ,Length of illness (yr.),,24,0,,no
6405,420259,Table 3,BaselineCharacteristic,x,,n = x,,12,20,43,no
4744,3291838,Table 3,BaselineCharacteristic,xx,n ; ,, Concomitant medication,60,1,3,no
3094,2831811,Table 1,BaselineCharacteristic,,PASI Baseline ; x.x ;  ; x.x ;  ; xx.x ; ,None,None,6,5,,no
6405,420259,Table 3,BaselineCharacteristic,Median,,(Group x),,8,1,3,no
3094,2831811,Table 1,BaselineCharacteristic,x,Patients ; x ;  ; x ;  ; x ;  ; x ;  ; x ;  ; x ;  ; ,None,None,13,0,,no
5558,3464767,Table 1,BaselineCharacteristic,?ER negative/PR positive, ; Parameter ; ,?ER negative/PR positive, Hormone receptor status,18,0,2,no
6405,420259,Table 3,BaselineCharacteristic,x,,,,13,13,3,no
2370,2599890,Table 1,BaselineCharacteristic,Diuresis (ml/kg/hr)x,,Nox,None,0,9,1,no
5558,3464767,Table 1,BaselineCharacteristic,xx,Lapatinib ; No. ; ,?Gx, Grading,12,3,3,no
5469,3447603,Table 1.,BaselineCharacteristic,xx.x,TIV (%) ; ,Chronic obstructive pulmonary disease,,23,2,3,no
2207,2481444,Table 1,BaselineCharacteristic,xx,Patient ; ,xx,None,16,0,2,no
3105,2837631,Table 1,BaselineCharacteristic,?Invasive lobular,,?Invasive lobular, Histologic type,9,0,2,no
4539,3231981,Table 1,BaselineCharacteristic,Triacetate (TRICEAxxx-Baxter),Dialysis membrane ; Polysufone (ARYLANE Hx - Hospal) ;  ; Diacetate (DICEAxxx-Baxter) ;  ; PMMA (BKFxx-Toray) ;  ; Diacetate (DICEA xxx-Baxter) ;  ; ,None,None,9,5,,no
4744,3291838,Table 3,BaselineCharacteristic,x.xx (x.xx–x.xx),"Daily phenprocoumon dose, mg ; ",, Fx c.-xxx,30,2,3,no
1291,2360092,Table 1,BaselineCharacteristic,PD,OR ; ,xx,,16,11,3,no
3097,2835652,Table 1,BaselineCharacteristic,,x.x ?g ; xx ; ,None,None,24,2,3,no
3030,2820141,Table 8,BaselineCharacteristic,, ;  ; Protocol ; ,, CNS leukemia,27,0,2,no
4861,3321091,Table 2,BaselineCharacteristic,xx,, Sitting Height  (cm) ,None,4,6,3,no
6405,420259,Table 3,BaselineCharacteristic,x,,Group x,,11,4,3,no
3030,2820141,Table 8,BaselineCharacteristic,xxx, ;  ; N ; ,, TEL/AMLx*,41,1,3,no
5569,3466131,Table 3,BaselineCharacteristic,xx.xx,Mean ; ,On-treatment samples, VEGF-A (pg/mL),12,2,3,no
3950,3080287,Table 1,BaselineCharacteristic,x pt,,,,12,2,3,no
19,1090597,Table 1,BaselineCharacteristic,Undifferentiated, ; ,Undifferentiated,,7,0,,no
5055,3368715,Table 1,BaselineCharacteristic,xx (xx.x),Febuxostat xx mgN = xxx ; ,Yes,,43,2,3,no
3030,2820141,Table 5,BaselineCharacteristic,x, ;  ; N ; ,, CNS leukemia,26,1,3,no
5578,3468079,Table 1.,BaselineCharacteristic,,"Cohort x (xxx mg of posaconazole), n?=?x ; ",None,None,1,2,3,no
3030,2820141,Table 5,BaselineCharacteristic,,Overall Survival ± SE (%) ;  ; p-value ; ,WBC (× xxx/L),None,20,9,43,no
5842,3519573,Table 4,BaselineCharacteristic,x (x.x%),Floor (%) ; ,xf. Setting the dose,None,7,4,3,no
5666,3488983,Table 1,BaselineCharacteristic,M,Sex ; ,VOS,None,4,1,3,no
215,1488867,Table 1,BaselineCharacteristic,x (xx%),n(%) ; ,?P. S x, Age (years),6,1,3,no
3030,2820141,Table 8,BaselineCharacteristic,xx.x ± x.x,Event-free Survival ± SE (%) ;  ; x-yr EFS ; ,, Age at Diagnosis,19,2,3,no
3030,2820141,Table 5,BaselineCharacteristic,, ;  ; Protocol ; ,, DFCI Risk Group,32,0,2,no
4914,3338924,Table 1,BaselineCharacteristic,xx.x (x.x),R-UPDRS OFF meds/stim ; ,PD FOG,None,3,5,3,no
4914,3338924,Table 1,BaselineCharacteristic,,Parkinson’s disease duration (years) ; ,Healthy controls,None,1,3,3,no
6195,3589659,Table 1,BaselineCharacteristic,x (x.x),Total patient population ; ,, Type of cancer,21,1,3,no
5055,3368715,Table 1,BaselineCharacteristic,,Febuxostat xx mgN = xxx ; ,None,None,37,1,3,no
5842,3519573,Table 3,BaselineCharacteristic,x.x,SD ; ,xc. Mixing the medicine,None,4,3,3,no
