SpecId,TableName,TableCaption,Drug1,Drug2
0c48f867-0fa3-4d52-9830-0f400dd4810e,Table 2,"
Drug Interactions Associated with Increased Risk of  Myopathy/Rhabdomyolysis (
2.3, 
2.4, 
4, 
5.1, 
7.1, 
7.2, 
7.3, 
12.3)
",simvastatin,ranolazine
0c48f867-0fa3-4d52-9830-0f400dd4810e,Table 2,"
Drug Interactions Associated with Increased Risk of  Myopathy/Rhabdomyolysis (
2.3, 
2.4, 
4, 
5.1, 
7.1, 
7.2, 
7.3, 
12.3)
",simvastatin,lomitapide
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 5,"Table 5 Pharmacokinetic Parametersa of tipranavir/ritonavir 500/200 mg for HIV-1 Positive Patients by
Gender",Aptivus,h
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 5,"Table 5 Pharmacokinetic Parametersa of tipranavir/ritonavir 500/200 mg for HIV-1 Positive Patients by
Gender",Aptivus,cl
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 6,"Table 6 Pharmacokinetic Parametersa of tipranavir/ritonavir 375 mg/m2/150
mg/m2 for HIV-1 Positive Pediatric Patients
by Age",Aptivus,h
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 6,"Table 6 Pharmacokinetic Parametersa of tipranavir/ritonavir 375 mg/m2/150
mg/m2 for HIV-1 Positive Pediatric Patients
by Age",Aptivus,cl
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 6,"Table 6 Pharmacokinetic Parametersa of tipranavir/ritonavir 375 mg/m2/150
mg/m2 for HIV-1 Positive Pediatric Patients
by Age",Aptivus,f
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 7,"Table 7 Drug Interactions: Pharmacokinetic Parameters for
Tipranavir in the Presence of Co-administered Drugs",Aptivus,antacids
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 7,"Table 7 Drug Interactions: Pharmacokinetic Parameters for
Tipranavir in the Presence of Co-administered Drugs",Aptivus,maalox
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 7,"Table 7 Drug Interactions: Pharmacokinetic Parameters for
Tipranavir in the Presence of Co-administered Drugs",Aptivus,atazanavir ritonavir
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 7,"Table 7 Drug Interactions: Pharmacokinetic Parameters for
Tipranavir in the Presence of Co-administered Drugs",Aptivus,atorvastatin
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 7,"Table 7 Drug Interactions: Pharmacokinetic Parameters for
Tipranavir in the Presence of Co-administered Drugs",Aptivus,didanosine
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 7,"Table 7 Drug Interactions: Pharmacokinetic Parameters for
Tipranavir in the Presence of Co-administered Drugs",Aptivus,efavirenz
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 7,"Table 7 Drug Interactions: Pharmacokinetic Parameters for
Tipranavir in the Presence of Co-administered Drugs",Aptivus,ethinyl estradiol norethindrone
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 7,"Table 7 Drug Interactions: Pharmacokinetic Parameters for
Tipranavir in the Presence of Co-administered Drugs",Aptivus,fluconazole
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 7,"Table 7 Drug Interactions: Pharmacokinetic Parameters for
Tipranavir in the Presence of Co-administered Drugs",Aptivus,loperamide
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 7,"Table 7 Drug Interactions: Pharmacokinetic Parameters for
Tipranavir in the Presence of Co-administered Drugs",Aptivus,rosuvastatin
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 7,"Table 7 Drug Interactions: Pharmacokinetic Parameters for
Tipranavir in the Presence of Co-administered Drugs",Aptivus,tadalafil
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 7,"Table 7 Drug Interactions: Pharmacokinetic Parameters for
Tipranavir in the Presence of Co-administered Drugs",Aptivus,tenofovir
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 7,"Table 7 Drug Interactions: Pharmacokinetic Parameters for
Tipranavir in the Presence of Co-administered Drugs",Aptivus,valaciclovir
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 7,"Table 7 Drug Interactions: Pharmacokinetic Parameters for
Tipranavir in the Presence of Co-administered Drugs",Aptivus,zidovudine
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,amprenavir
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,atazanavir ritonavir
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,atorvastatin
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,buprenorphine
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,carbamazepine
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,carbamazepin
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,oh
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,ethinyl estradiol
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,fluconazole
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,lopinavir
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,loperamide
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,n demethyl loperamide
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,methadone
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,norethindrone
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,raltegravir
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,rosuvastatin
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,saquinavir
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,tadalafil
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,tenofovir
08982e49-d2eb-4b25-b01a-1be52fd669ef,Table 8,"Table 8 Drug Interactions: Pharmacokinetic Parameters for
Co-administered Drug in the Presence of APTIVUS/ritonavir",Aptivus,zidovudine glucuronide
2b670a0c-9d63-4da1-ad23-8a7ff9a49571,Table 12,Table 13. Established and Other Potentially Significant Drug Interactions,Lamotrigine,estrogen
2b670a0c-9d63-4da1-ad23-8a7ff9a49571,Table 12,Table 13. Established and Other Potentially Significant Drug Interactions,Lamotrigine,ethinyl estradiol
2b670a0c-9d63-4da1-ad23-8a7ff9a49571,Table 12,Table 13. Established and Other Potentially Significant Drug Interactions,Lamotrigine,levonorgestrel
2b670a0c-9d63-4da1-ad23-8a7ff9a49571,Table 12,Table 13. Established and Other Potentially Significant Drug Interactions,Lamotrigine,oral contraceptive preparations
2b670a0c-9d63-4da1-ad23-8a7ff9a49571,Table 12,Table 13. Established and Other Potentially Significant Drug Interactions,Lamotrigine,carbamazepine
2b670a0c-9d63-4da1-ad23-8a7ff9a49571,Table 12,Table 13. Established and Other Potentially Significant Drug Interactions,Lamotrigine,carbamazepin
2b670a0c-9d63-4da1-ad23-8a7ff9a49571,Table 12,Table 13. Established and Other Potentially Significant Drug Interactions,Lamotrigine,carbamazepine epoxide
2b670a0c-9d63-4da1-ad23-8a7ff9a49571,Table 12,Table 13. Established and Other Potentially Significant Drug Interactions,Lamotrigine,phenobarbital
2b670a0c-9d63-4da1-ad23-8a7ff9a49571,Table 12,Table 13. Established and Other Potentially Significant Drug Interactions,Lamotrigine,primidone
2b670a0c-9d63-4da1-ad23-8a7ff9a49571,Table 12,Table 13. Established and Other Potentially Significant Drug Interactions,Lamotrigine,phenytoin
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,iodine
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,radiographic contrast agents
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,antacids
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,aluminium
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,aluminum
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,magnesium hydroxide
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,cholestyramine resins
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,heroin
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,furosemide
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,mg
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,fenamates
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,propranolol
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,glucocorticoids
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,propylthiouracil
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,adrenergic antagonists
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,dexamethasone
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,anticoagulants
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,cumarin
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,antidepressants tricyclics
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,amitriptyline
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,maprotilin
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,ssris
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,sertraline
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,selective serotonin reuptake inhibitors
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,biguanides
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,meglitinides
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,sulfonylureas
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,insulin
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,antidiabetic agents
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,cardiac glycosides
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,ketamine
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,methyl xanthine
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,methylxanthine
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,bronchodilators
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,theophylline
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,agent
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,sympathomimetics
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,chloral
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,aminosalicylate
07562e72-7eaa-4ce6-94f0-e08814787e50,Table 2,Table 2: Drug-Thyroidal Axis Interactions,Unithroid,thiazide diuretics
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 6,Table without label,Voriconazole ,pharmaceutical drug
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 6,Table without label,Voriconazole ,efavirenz
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 6,Table without label,Voriconazole ,mg
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 6,Table without label,Voriconazole ,ritonavir
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 6,Table without label,Voriconazole ,carbamazepine
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 6,Table without label,Voriconazole ,carbamazepin
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 6,Table without label,Voriconazole ,long acting barbiturates
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 6,Table without label,Voriconazole ,phenytoin
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 6,Table without label,Voriconazole ,oral contraceptives
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 6,Table without label,Voriconazole ,ethinyl estradiol
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 6,Table without label,Voriconazole ,norethindrone
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 6,Table without label,Voriconazole ,fluconazole
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 6,Table without label,Voriconazole ,hiv protease inhibitors
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 6,Table without label,Voriconazole ,nnrti
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,pharmaceutical drug
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,efavirenz
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,mg
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,ritonavir
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,terfenadine
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,astemizole
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,cisapride
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,pimozide
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,quinidine
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,ergot alkaloids
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,methadone
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,fentanyl
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,alfentanil
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,oxycodone
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,nsaids
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,ibuprofen
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,diclofenac
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,tacrolimus
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,phenytoin
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,norethindrone
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,oral contraceptives
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,ethinyl estradiol
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,warfarin
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,omeprazole
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,hiv protease inhibitors
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,nnrti
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,benzodiazepines
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,statins
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,hmg coa reductase inhibitors
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,dihydropyridine calcium channel blocker
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,sulfonylurea
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,oral hypoglycemics
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,vinca alkaloids
24180909-ee5f-2519-fdfd-ea2ea9a9dfea,Table 7,Table without label,Voriconazole ,everolimus
237da26c-f38c-4faa-93ad-735e71c9d0c1,Table 0,Table without label,Velphoro,oral drugs
237da26c-f38c-4faa-93ad-735e71c9d0c1,Table 0,Table without label,Velphoro,levothyroxine
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,antiviral agents
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,protease inhibitors
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,atazanavir ritonavir
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,fosamprenavir
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,fosamprenavir ritonavir
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,indinavir
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,lopinavir ritonavir
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,nelfinavir
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,non nucleoside reverse transcriptase inhibitors
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,efavirenz
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,delavirdine
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,agent
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,analgesics
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,methadone
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,antiarrhythmics
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,amiodarone
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,disopyramide
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,lidocaine
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,anticonvulsants
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,carbamazepine
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,carbamazepin
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,clonazepam
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,ethosuximide
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,antifungals
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,fluconazole
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,ketoconazole
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,itraconazole
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,warfarin
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,calcium channel blockers
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,diltiazem
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,nifedipine
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,verapamil
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,ergot alkaloids
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,ergotamine
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,tacrolimus
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,cisapride
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,opiate agonists
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,fentanyl
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,oral contraceptives
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,norethindrone
24fd285a-bec3-41b5-9026-b263da83c54f,Table 2,Table without label,Nevirapine,ethinyl estradiol
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,iodine
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,radiographic contrast agents
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,antacids
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,aluminium
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,aluminum
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,magnesium sulfate
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,hydroxides
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,cholestyramine resins
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,heroin
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,furosemide
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,mg
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,steroidal anti inflammatory drugs
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,fenamates
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,phenylbutazone
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,salicylates
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,propranolol
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,glucocorticoids
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,propylthiouracil
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,adrenergic antagonists
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,dexamethasone
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,anticoagulants
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,cumarin
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,antidepressants tricyclics
1083d90e-398e-4c8f-99a7-4ddf377ffffe,Table 2,Table 2. Drug-Thyroidal Axis Interactions,Synthroid,amitriptyline
